employee_id,region,education,gender,age,department,recruitment_channel,no_of_trainings,previous_year_rating,length_of_service,awards_won?,avg_training_score,is_promoted
E26136,region_2,Master's & above,M,53.0,Operations,other,1,3.0,16,0,58,0
E75960,region_2,Bachelor's,F,37.0,Sales & Marketing,other,1,5.0,4,0,48,0
E23199,region_13,Bachelor's,M,27.0,Procurement,sourcing,1,5.0,1,0,67,0
E12416,region_2,Master's & above,M,42.0,Finance,other,1,4.0,11,0,60,0
E39604,region_15,Master's & above,M,55.0,Sales & Marketing,other,1,4.0,4,0,50,0
E22710,region_10,Bachelor's,M,31.0,Procurement,sourcing,1,1.0,1,0,70,0
E70273,region_2,Bachelor's,M,32.0,Operations,sourcing,1,1.0,4,0,66,0
E16956,region_26,Bachelor's,F,32.0,Technology,sourcing,1,3.0,5,0,80,0
E28673,region_2,Bachelor's,F,39.0,Sales & Marketing,sourcing,1,1.0,6,0,50,0
E58297,region_2,Master's & above,M,38.0,Analytics,other,1,5.0,9,0,82,0
E25312,region_22,Bachelor's,M,27.0,Technology,other,1,4.0,2,0,75,0
E7927,region_7,Bachelor's,F,26.0,Technology,other,1,2.0,3,0,74,0
E11360,region_31,Bachelor's,M,28.0,Finance,other,1,3.0,2,0,58,0
E37854,region_13,Bachelor's,F,33.0,Procurement,sourcing,1,3.0,10,0,69,0
E55486,region_29,Bachelor's,M,36.0,Sales & Marketing,other,1,1.0,7,0,48,0
E66367,region_2,Bachelor's,M,40.0,Sales & Marketing,other,1,5.0,11,0,52,0
E30310,region_22,Master's & above,M,33.0,HR,other,1,4.0,7,0,54,0
E11767,region_6,Bachelor's,F,28.0,Procurement,other,2,5.0,2,0,69,0
E34941,region_7,Bachelor's,M,26.0,Technology,sourcing,1,5.0,2,0,80,1
E17179,region_30,Bachelor's,M,23.0,Sales & Marketing,other,1,3.0,2,0,53,0
E32135,region_13,Master's & above,M,56.0,Sales & Marketing,other,1,3.0,5,0,48,0
E5172,region_4,Bachelor's,M,33.0,Procurement,sourcing,2,3.0,6,0,68,0
E41716,region_22,Bachelor's,M,31.0,Analytics,sourcing,1,5.0,5,0,82,0
E11188,region_26,Bachelor's,M,35.0,Operations,sourcing,1,3.0,8,0,56,0
E68699,region_2,Below Secondary,F,24.0,Finance,other,1,1.0,1,0,62,0
E25877,region_22,Master's & above,M,31.0,Procurement,other,1,5.0,5,0,67,1
E71971,region_22,Master's & above,M,38.0,Operations,sourcing,2,3.0,8,0,57,0
E73197,region_2,Bachelor's,M,38.0,Finance,sourcing,2,4.0,11,0,60,0
E6785,region_30,Bachelor's,M,27.0,Operations,sourcing,1,4.0,3,0,57,0
E20524,region_1,Bachelor's,M,28.0,Sales & Marketing,sourcing,1,3.0,4,0,56,0
E28211,region_25,Bachelor's,M,30.0,Sales & Marketing,other,2,3.0,5,0,51,0
E18936,region_10,Master's & above,M,33.0,Sales & Marketing,other,2,1.0,7,0,49,0
E65002,region_2,Bachelor's,M,52.0,Technology,sourcing,1,1.0,6,0,78,0
E25266,region_2,Bachelor's,M,39.0,Finance,other,1,5.0,5,0,57,0
E41827,region_7,Master's & above,M,33.0,Analytics,other,2,4.0,7,0,91,0
E74444,region_5,Bachelor's,M,32.0,Procurement,other,1,4.0,4,0,72,0
E70745,region_26,Master's & above,M,38.0,Analytics,other,1,3.0,9,0,89,0
E70741,region_2,Below Secondary,M,22.0,Procurement,sourcing,1,4.0,2,0,68,0
E44841,region_5,Bachelor's,M,28.0,Operations,other,1,4.0,5,0,63,0
E39605,region_9,Bachelor's,M,26.0,Sales & Marketing,other,3,3.0,3,0,48,0
E11582,region_17,Bachelor's,F,55.0,Procurement,other,1,4.0,11,0,73,0
E64221,region_2,Master's & above,F,36.0,Procurement,referred,1,5.0,4,0,66,0
E67502,region_2,Master's & above,M,44.0,R&D,sourcing,1,3.0,5,0,83,0
E43133,region_2,Bachelor's,M,27.0,Sales & Marketing,sourcing,1,5.0,1,0,51,0
E46861,region_13,Bachelor's,M,32.0,Sales & Marketing,sourcing,1,5.0,2,1,60,1
E12965,region_14,Bachelor's,M,36.0,Operations,other,1,3.0,3,0,55,0
E67696,region_2,Master's & above,M,34.0,Finance,other,1,5.0,8,0,56,0
E5663,region_15,Bachelor's,M,52.0,Operations,sourcing,1,3.0,10,0,61,0
E31129,region_13,Master's & above,M,45.0,Sales & Marketing,other,1,5.0,5,0,47,0
E72862,region_15,Master's & above,F,39.0,Procurement,other,1,5.0,7,0,66,0
E23115,region_2,Bachelor's,F,33.0,Analytics,other,1,1.0,7,0,84,0
E34270,region_31,Bachelor's,M,32.0,Legal,other,1,3.0,2,0,59,0
E36986,region_7,Bachelor's,M,40.0,Operations,other,1,3.0,12,0,57,0
E21563,region_16,Bachelor's,F,30.0,Technology,other,1,3.0,6,0,80,0
E66049,region_22,Bachelor's,M,33.0,Legal,other,1,1.0,3,0,64,0
E56500,region_16,Master's & above,M,37.0,Sales & Marketing,other,2,3.0,7,0,48,0
E23379,region_11,Bachelor's,M,38.0,Operations,other,1,5.0,10,0,62,0
E67432,region_15,Master's & above,M,28.0,Sales & Marketing,other,1,1.0,1,0,46,0
E6364,region_2,Bachelor's,M,30.0,Sales & Marketing,sourcing,1,3.0,5,0,49,0
E45561,region_2,Master's & above,M,36.0,Procurement,other,1,3.0,4,0,66,0
E16680,region_28,Bachelor's,M,41.0,Sales & Marketing,other,1,1.0,5,0,51,0
E49200,region_2,Bachelor's,F,34.0,Operations,sourcing,1,2.0,8,0,60,0
E69193,region_22,Master's & above,F,34.0,Finance,sourcing,1,3.0,6,0,63,0
E37619,region_11,Master's & above,F,59.0,Operations,other,1,3.0,16,0,59,0
E62419,region_22,Master's & above,M,28.0,Sales & Marketing,sourcing,1,1.0,4,0,50,0
E4833,region_30,Bachelor's,M,45.0,Sales & Marketing,other,1,3.0,11,0,50,0
E39474,region_2,Master's & above,F,57.0,Procurement,sourcing,1,4.0,15,0,67,0
E14391,region_28,Master's & above,M,32.0,Sales & Marketing,referred,1,5.0,3,0,40,0
E255,region_8,Master's & above,F,30.0,Technology,sourcing,1,3.0,6,0,78,0
E16313,region_12,Bachelor's,M,35.0,Sales & Marketing,sourcing,1,2.0,4,0,53,0
E45565,region_22,Bachelor's,F,29.0,Sales & Marketing,sourcing,1,3.0,2,0,52,0
E12548,region_22,Bachelor's,M,37.0,Technology,other,3,3.0,7,0,76,0
E18047,region_15,Master's & above,M,51.0,Procurement,other,1,3.0,21,0,74,0
E38468,region_34,Bachelor's,M,30.0,Technology,other,1,5.0,4,0,76,1
E6132,region_7,Bachelor's,M,37.0,Sales & Marketing,sourcing,1,5.0,10,0,61,1
E43216,region_10,Master's & above,M,28.0,Analytics,sourcing,1,5.0,3,0,85,0
E41430,region_2,Bachelor's,F,30.0,HR,sourcing,1,1.0,1,0,52,0
E2419,region_2,Master's & above,M,36.0,HR,referred,1,5.0,10,0,49,0
E10327,region_2,Bachelor's,M,37.0,Sales & Marketing,other,1,3.0,12,0,53,0
E59133,region_2,Bachelor's,F,34.0,Operations,sourcing,1,5.0,8,0,60,0
E23858,region_15,Bachelor's,M,32.0,Operations,other,1,3.0,8,0,61,0
E59671,region_7,Bachelor's,F,29.0,Procurement,sourcing,1,3.0,2,0,66,0
E27356,region_22,Bachelor's,M,25.0,Sales & Marketing,other,1,4.0,2,0,54,0
E9655,region_7,Bachelor's,F,29.0,Sales & Marketing,sourcing,2,5.0,1,0,46,0
E78111,region_15,Bachelor's,M,45.0,Operations,other,1,5.0,6,0,53,0
E56135,region_15,Bachelor's,M,35.0,Operations,other,1,4.0,9,0,59,0
E33247,region_2,Bachelor's,F,53.0,Operations,other,1,5.0,20,0,59,0
E69060,region_7,Bachelor's,M,26.0,Sales & Marketing,sourcing,4,5.0,1,0,48,0
E16164,region_24,Bachelor's,F,29.0,Operations,other,1,4.0,3,0,59,0
E54081,region_17,Bachelor's,F,32.0,Procurement,other,1,1.0,6,0,67,0
E77882,region_14,Bachelor's,F,29.0,Procurement,sourcing,1,4.0,6,0,71,0
E46031,region_15,Bachelor's,M,32.0,Operations,other,2,5.0,5,0,54,0
E6062,region_23,Master's & above,M,32.0,Analytics,sourcing,1,5.0,4,0,80,0
E7088,region_2,Master's & above,M,60.0,HR,sourcing,1,4.0,3,0,44,0
E38868,region_2,Bachelor's,M,53.0,Sales & Marketing,other,1,4.0,4,0,50,0
E37963,region_19,Bachelor's,M,49.0,Operations,sourcing,1,3.0,20,0,59,0
E28143,region_15,Bachelor's,M,40.0,Operations,other,1,4.0,4,0,61,0
E45147,region_22,Master's & above,M,40.0,Operations,other,1,4.0,6,0,59,0
E46357,region_2,Bachelor's,M,25.0,Analytics,other,2,5.0,3,0,84,0
E31960,region_2,Bachelor's,F,53.0,Technology,other,1,3.0,15,0,78,0
E3364,region_5,Bachelor's,F,28.0,Procurement,sourcing,1,1.0,1,0,72,0
E30837,region_26,Bachelor's,M,23.0,Sales & Marketing,sourcing,1,1.0,1,0,45,0
E44700,region_22,Bachelor's,M,31.0,R&D,other,2,3.0,3,0,85,0
E74495,region_2,Master's & above,M,58.0,Procurement,sourcing,1,3.0,6,0,66,0
E43059,region_2,Bachelor's,M,40.0,Finance,other,1,3.0,12,0,64,0
E38347,region_17,Bachelor's,M,31.0,Procurement,sourcing,1,3.0,9,0,73,0
E44290,region_11,Bachelor's,F,27.0,Procurement,other,1,5.0,2,0,71,0
E53623,region_2,Bachelor's,M,29.0,Finance,other,1,3.0,4,0,52,0
E49800,region_29,Bachelor's,M,26.0,Analytics,other,1,4.0,3,0,82,0
E17207,region_2,Bachelor's,M,38.0,Procurement,other,1,5.0,2,0,68,0
E57765,region_2,Master's & above,M,58.0,Sales & Marketing,other,1,5.0,18,0,45,0
E39111,region_6,Bachelor's,M,35.0,Operations,sourcing,1,5.0,7,0,62,0
E42247,region_2,Bachelor's,F,45.0,Operations,other,1,3.0,13,0,61,0
E33493,region_7,Bachelor's,M,43.0,Sales & Marketing,other,1,4.0,4,0,47,0
E22475,region_2,Bachelor's,M,41.0,Legal,other,1,3.0,12,0,59,0
E77011,region_22,Master's & above,F,36.0,Operations,other,1,3.0,4,0,60,0
E3793,region_23,Master's & above,M,43.0,Operations,sourcing,3,1.0,9,0,58,0
E5917,region_2,Bachelor's,M,26.0,R&D,other,2,5.0,2,0,85,0
E64767,region_17,Bachelor's,F,31.0,Technology,sourcing,1,3.0,5,0,82,0
E25867,region_23,Bachelor's,M,37.0,Operations,other,1,3.0,9,0,62,0
E29259,region_2,Bachelor's,F,34.0,Technology,referred,1,4.0,6,0,79,0
E40405,region_2,Bachelor's,F,30.0,Sales & Marketing,other,1,2.0,4,0,53,0
E52320,region_14,Bachelor's,F,28.0,Procurement,other,1,3.0,1,0,71,0
E49938,region_4,Master's & above,M,28.0,Sales & Marketing,sourcing,1,3.0,3,0,54,0
E8669,region_2,Below Secondary,F,22.0,Technology,other,1,4.0,1,0,84,0
E32355,region_2,Bachelor's,M,27.0,Technology,sourcing,1,1.0,4,0,79,0
E53736,region_17,Bachelor's,F,31.0,Procurement,sourcing,1,4.0,8,0,71,0
E59464,region_5,Master's & above,M,31.0,Procurement,sourcing,1,3.0,5,0,73,0
E4712,region_2,Bachelor's,M,45.0,Analytics,other,1,5.0,17,0,81,0
E68934,region_13,Bachelor's,M,27.0,Technology,other,1,3.0,3,0,83,0
E15951,region_2,Bachelor's,M,48.0,Operations,other,1,3.0,7,0,58,0
E57644,region_20,Bachelor's,M,30.0,Legal,other,1,4.0,2,0,57,0
E29249,region_2,Master's & above,F,36.0,Technology,referred,1,4.0,3,0,80,0
E65680,region_19,Bachelor's,M,38.0,Technology,other,1,3.0,11,0,81,0
E36860,region_22,Bachelor's,M,27.0,Legal,sourcing,1,2.0,1,0,64,0
E40369,region_22,Bachelor's,F,28.0,HR,referred,1,5.0,6,0,53,0
E18455,region_2,Bachelor's,M,28.0,Analytics,other,1,5.0,4,0,82,0
E5480,region_22,Master's & above,M,30.0,Analytics,sourcing,1,3.0,5,0,81,0
E46488,region_2,Bachelor's,M,28.0,Sales & Marketing,other,4,3.0,4,0,51,0
E757,region_3,Master's & above,M,41.0,Operations,other,1,3.0,7,0,56,0
E68569,region_13,Master's & above,F,33.0,Procurement,sourcing,3,3.0,6,0,72,0
E3948,region_3,Bachelor's,F,31.0,Finance,other,1,3.0,2,0,60,0
E10464,region_7,Bachelor's,F,31.0,Sales & Marketing,other,1,1.0,4,0,50,0
E72687,region_27,Bachelor's,M,39.0,Analytics,sourcing,1,5.0,7,0,90,0
E32433,region_4,Master's & above,M,43.0,Sales & Marketing,other,2,1.0,9,0,50,0
E31610,region_31,Bachelor's,M,34.0,Legal,sourcing,2,3.0,3,0,57,0
E36780,region_2,Bachelor's,F,29.0,Operations,sourcing,1,3.0,3,0,61,0
E32709,region_22,Master's & above,M,40.0,R&D,sourcing,1,3.0,5,0,84,0
E36056,region_24,Master's & above,M,39.0,Sales & Marketing,other,1,3.0,14,0,49,0
E58914,region_13,Bachelor's,M,49.0,Sales & Marketing,other,1,1.0,7,0,52,0
E42461,region_26,Bachelor's,F,28.0,HR,other,1,3.0,4,0,50,0
E44729,region_2,Below Secondary,F,21.0,Procurement,other,1,1.0,1,0,70,0
E61579,region_11,Bachelor's,M,34.0,HR,sourcing,1,3.0,6,0,52,0
E24986,region_2,Bachelor's,M,44.0,Operations,sourcing,1,3.0,11,0,60,0
E63313,region_2,Bachelor's,M,45.0,Operations,sourcing,1,5.0,4,0,56,0
E55432,region_26,Bachelor's,M,36.0,Operations,sourcing,1,1.0,10,0,67,0
E48963,region_26,Bachelor's,F,32.0,Procurement,other,3,3.0,6,0,72,0
E36540,region_2,Bachelor's,M,28.0,Sales & Marketing,other,2,1.0,2,0,51,0
E14756,region_26,Bachelor's,M,42.0,Analytics,other,1,3.0,4,0,83,0
E21416,region_26,Bachelor's,M,27.0,HR,sourcing,1,4.0,3,0,55,0
E36872,region_22,Master's & above,F,33.0,Operations,other,2,5.0,9,0,63,0
E53088,region_2,Master's & above,F,33.0,Analytics,other,1,4.0,4,0,82,0
E2748,region_25,Master's & above,F,34.0,Operations,other,1,5.0,7,0,74,1
E54321,region_7,Bachelor's,M,30.0,Technology,sourcing,1,3.0,1,0,78,1
E51196,region_2,Master's & above,M,34.0,Procurement,other,1,5.0,10,0,74,0
E13258,region_27,Bachelor's,M,32.0,Sales & Marketing,sourcing,3,3.0,5,0,53,0
E56808,region_17,Bachelor's,F,36.0,Procurement,sourcing,1,3.0,8,0,65,0
E41116,region_26,Bachelor's,M,37.0,R&D,sourcing,1,1.0,3,0,80,0
E17549,region_2,Bachelor's,M,58.0,Operations,sourcing,1,3.0,11,0,68,0
E17369,region_25,Master's & above,F,36.0,Sales & Marketing,other,1,3.0,10,0,49,0
E66013,region_2,Bachelor's,M,25.0,Sales & Marketing,sourcing,2,3.0,2,0,53,0
E20275,region_17,Bachelor's,F,32.0,Operations,other,1,3.0,5,0,63,0
E25485,region_2,Master's & above,M,40.0,Procurement,sourcing,1,3.0,8,0,68,0
E7651,region_10,Master's & above,M,32.0,Sales & Marketing,other,1,3.0,2,0,50,0
E2155,region_25,Bachelor's,M,27.0,Sales & Marketing,other,1,2.0,1,0,50,0
E24611,region_21,Bachelor's,M,22.0,Sales & Marketing,other,1,4.0,2,0,48,0
E32607,region_2,Master's & above,F,46.0,Technology,other,4,3.0,5,0,77,0
E47406,region_2,Master's & above,M,51.0,Technology,other,1,3.0,6,0,76,0
E46131,region_7,Bachelor's,M,44.0,Operations,other,2,3.0,7,0,59,0
E59057,region_26,Bachelor's,M,30.0,Sales & Marketing,sourcing,2,3.0,4,0,51,0
E52092,region_16,Bachelor's,M,41.0,Sales & Marketing,other,1,5.0,16,0,62,1
E8196,region_16,Bachelor's,M,32.0,Legal,sourcing,1,1.0,3,0,62,0
E1147,region_22,Bachelor's,F,28.0,Analytics,sourcing,1,3.0,2,0,84,0
E48327,region_5,Bachelor's,M,24.0,Technology,sourcing,1,4.0,1,0,80,0
E23913,region_10,Bachelor's,M,35.0,Operations,sourcing,1,5.0,4,0,60,0
E25194,region_2,Master's & above,M,58.0,Procurement,sourcing,1,3.0,25,0,70,0
E5670,region_7,Bachelor's,M,30.0,Sales & Marketing,other,1,5.0,7,0,49,0
E76011,region_9,Bachelor's,M,29.0,Procurement,sourcing,3,1.0,2,0,69,0
E35324,region_2,Bachelor's,M,31.0,Legal,sourcing,1,3.0,1,0,62,0
E3354,region_2,Bachelor's,M,56.0,Sales & Marketing,other,1,3.0,17,0,51,0
E34592,region_5,Bachelor's,F,32.0,Operations,other,1,4.0,1,0,58,0
E1720,region_19,Bachelor's,F,31.0,Operations,sourcing,1,4.0,3,0,59,0
E17824,region_25,Master's & above,M,25.0,Analytics,sourcing,2,4.0,2,0,81,0
E13385,region_3,Master's & above,M,47.0,Sales & Marketing,other,1,3.0,4,0,47,0
E58686,region_2,Bachelor's,F,53.0,Procurement,sourcing,1,4.0,14,0,69,0
E57281,region_2,Bachelor's,M,49.0,R&D,sourcing,1,3.0,16,0,87,0
E36999,region_2,Bachelor's,F,54.0,Technology,other,1,3.0,2,0,81,0
E72300,region_2,Bachelor's,F,31.0,Procurement,other,2,1.0,5,0,70,0
E44762,region_26,Bachelor's,F,26.0,HR,sourcing,1,3.0,4,0,50,0
E7706,region_22,Master's & above,M,46.0,Operations,other,1,2.0,20,0,59,0
E3833,region_15,Bachelor's,M,31.0,Technology,sourcing,1,5.0,7,0,81,1
E6336,region_13,Bachelor's,M,24.0,Sales & Marketing,other,1,3.0,3,0,54,0
E3343,region_20,Bachelor's,M,31.0,Operations,other,1,2.0,7,0,61,0
E6831,region_2,Master's & above,F,43.0,Technology,other,1,2.0,14,0,79,0
E12809,region_2,Bachelor's,M,45.0,Operations,other,1,4.0,9,0,62,0
E24258,region_22,Bachelor's,F,27.0,Operations,sourcing,1,5.0,2,0,63,0
E76510,region_7,Bachelor's,M,41.0,Sales & Marketing,other,1,3.0,6,0,48,0
E70879,region_28,Master's & above,M,33.0,Operations,sourcing,1,3.0,7,0,58,0
E32668,region_2,Bachelor's,M,26.0,Operations,sourcing,2,5.0,2,0,60,0
E1543,region_2,Bachelor's,M,38.0,Legal,sourcing,1,5.0,7,0,59,0
E15085,region_2,Below Secondary,M,25.0,Operations,other,3,5.0,2,0,57,0
E44581,region_28,Master's & above,M,42.0,Sales & Marketing,other,1,5.0,12,0,45,0
E51496,region_28,Bachelor's,M,32.0,Operations,other,1,4.0,4,0,55,0
E43471,region_2,Master's & above,F,41.0,HR,other,1,4.0,7,0,49,0
E72519,region_2,Master's & above,F,42.0,Procurement,other,2,3.0,3,0,69,0
E64126,region_9,Bachelor's,M,35.0,Sales & Marketing,other,1,1.0,9,0,45,0
E19215,region_14,Bachelor's,M,34.0,Analytics,other,1,5.0,6,0,82,0
E47820,region_15,Bachelor's,M,36.0,Sales & Marketing,other,1,1.0,7,0,48,0
E39856,region_22,Bachelor's,F,30.0,Operations,sourcing,1,4.0,7,0,58,0
E15769,region_7,Master's & above,F,35.0,Technology,other,1,5.0,7,0,80,0
E52056,region_13,Bachelor's,M,26.0,Sales & Marketing,sourcing,1,4.0,1,0,45,0
E65188,region_11,Bachelor's,M,34.0,Sales & Marketing,sourcing,1,5.0,10,0,54,0
E75581,region_15,Bachelor's,M,47.0,Sales & Marketing,sourcing,1,4.0,18,0,51,0
E72042,region_5,Bachelor's,M,35.0,Sales & Marketing,other,2,2.0,7,0,48,0
E25745,region_22,Bachelor's,F,34.0,Operations,other,1,4.0,3,0,55,0
E13993,region_29,Bachelor's,M,33.0,Analytics,sourcing,1,3.0,6,0,87,0
E57117,region_7,Bachelor's,M,37.0,Procurement,sourcing,1,5.0,7,0,74,1
E14674,region_2,Bachelor's,M,32.0,Sales & Marketing,other,1,5.0,7,0,53,1
E34167,region_2,Bachelor's,M,53.0,Operations,other,1,3.0,22,0,67,0
E36885,region_7,Bachelor's,M,47.0,Sales & Marketing,other,1,3.0,16,0,52,0
E17808,region_22,Bachelor's,M,26.0,Analytics,sourcing,3,3.0,5,0,85,0
E35615,region_25,Bachelor's,M,27.0,Analytics,sourcing,1,3.0,1,0,85,0
E47412,region_17,Bachelor's,M,29.0,Analytics,other,1,1.0,1,0,90,0
E19930,region_6,Bachelor's,M,29.0,Sales & Marketing,other,1,1.0,3,0,51,0
E71995,region_7,Master's & above,F,50.0,HR,other,1,3.0,10,0,51,0
E10794,region_13,Bachelor's,M,32.0,Operations,sourcing,1,4.0,4,0,57,0
E28257,region_4,Master's & above,M,36.0,Operations,sourcing,1,5.0,8,0,59,0
E5891,region_32,Bachelor's,M,34.0,Operations,other,1,2.0,8,0,56,0
E37554,region_22,Bachelor's,M,42.0,Sales & Marketing,sourcing,1,3.0,9,0,51,0
E40848,region_22,Master's & above,F,32.0,Operations,sourcing,1,5.0,7,0,61,0
E37776,region_26,Bachelor's,M,44.0,Technology,other,1,2.0,15,0,77,0
E17632,region_7,Bachelor's,M,24.0,Sales & Marketing,sourcing,1,3.0,2,0,47,0
E18064,region_22,Bachelor's,M,27.0,Operations,other,3,1.0,4,0,61,0
E61381,region_22,Bachelor's,F,43.0,Operations,sourcing,1,3.0,16,0,60,0
E17220,region_2,Bachelor's,M,42.0,Operations,sourcing,2,4.0,7,0,58,0
E69156,region_27,Bachelor's,F,37.0,Procurement,sourcing,1,2.0,8,0,67,0
E4838,region_22,Bachelor's,M,28.0,Analytics,other,1,4.0,1,0,86,1
E33733,region_15,Bachelor's,M,28.0,Procurement,other,1,3.0,7,0,68,0
E4643,region_30,Master's & above,F,44.0,Operations,sourcing,1,3.0,11,0,64,0
E54792,region_2,Master's & above,M,55.0,HR,other,1,5.0,9,0,54,0
E11599,region_15,Master's & above,M,46.0,Operations,sourcing,2,3.0,2,0,55,0
E59348,region_2,Bachelor's,F,34.0,Procurement,other,1,2.0,9,0,72,0
E20900,region_2,Bachelor's,M,28.0,Sales & Marketing,sourcing,1,4.0,2,0,52,0
E2760,region_16,Bachelor's,M,35.0,Analytics,other,2,3.0,4,0,85,0
E48899,region_22,Below Secondary,M,24.0,Technology,sourcing,4,4.0,1,0,84,0
E67993,region_2,Bachelor's,F,53.0,Procurement,other,2,3.0,4,0,68,0
E6396,region_2,Bachelor's,F,51.0,Operations,other,1,4.0,4,0,60,0
E44338,region_7,Bachelor's,M,36.0,Operations,sourcing,1,4.0,10,0,59,0
E51985,region_22,Bachelor's,M,28.0,Sales & Marketing,other,2,4.0,2,0,47,0
E1134,region_7,Master's & above,M,36.0,Sales & Marketing,other,1,1.0,5,0,51,0
E26644,region_2,Bachelor's,F,47.0,Procurement,other,1,3.0,15,0,72,0
E22739,region_13,Master's & above,M,46.0,Procurement,sourcing,1,1.0,2,0,66,0
E43798,region_7,Bachelor's,F,37.0,Technology,other,1,1.0,3,0,82,0
E71200,region_15,Bachelor's,M,34.0,Operations,other,1,3.0,8,0,58,0
E51727,region_7,Master's & above,M,31.0,Sales & Marketing,other,1,3.0,7,0,44,0
E33756,region_2,Master's & above,M,39.0,Finance,sourcing,1,4.0,2,0,56,0
E10215,region_16,Bachelor's,M,29.0,Sales & Marketing,other,1,3.0,3,0,44,0
E75629,region_22,Bachelor's,F,32.0,Sales & Marketing,sourcing,1,1.0,4,0,50,0
E16323,region_11,Bachelor's,F,34.0,Operations,other,1,3.0,8,0,58,0
E59910,region_2,Bachelor's,M,28.0,Analytics,sourcing,2,3.0,6,0,85,0
E57810,region_22,Master's & above,F,57.0,Operations,other,1,3.0,11,0,56,0
E41366,region_31,Bachelor's,M,31.0,Sales & Marketing,sourcing,1,3.0,3,0,48,0
E519,region_31,Bachelor's,M,31.0,Sales & Marketing,sourcing,1,4.0,7,0,48,0
E63862,region_22,Bachelor's,F,30.0,Procurement,sourcing,1,1.0,4,0,71,0
E54249,region_22,Bachelor's,M,44.0,Sales & Marketing,other,1,1.0,6,1,50,0
E54422,region_26,Bachelor's,M,30.0,Procurement,other,1,4.0,4,0,74,0
E3891,region_2,Master's & above,F,35.0,Operations,other,2,3.0,5,0,59,1
E36000,region_26,Master's & above,M,35.0,Sales & Marketing,sourcing,1,5.0,3,0,49,0
E42509,region_3,Bachelor's,M,29.0,Sales & Marketing,other,1,3.0,7,1,48,1
E46602,region_31,Bachelor's,F,26.0,Sales & Marketing,sourcing,1,2.0,2,0,48,0
E51278,region_14,Bachelor's,M,32.0,Operations,other,1,3.0,2,0,59,0
E64879,region_2,Bachelor's,M,22.0,Sales & Marketing,sourcing,1,3.0,2,0,52,0
E32168,region_26,Bachelor's,M,26.0,Finance,other,1,3.0,1,0,59,1
E51175,region_27,Bachelor's,M,28.0,Analytics,sourcing,3,4.0,5,0,82,0
E35294,region_11,Bachelor's,M,31.0,Operations,sourcing,1,3.0,7,0,59,0
E59085,region_7,Bachelor's,M,25.0,Sales & Marketing,sourcing,2,4.0,3,0,43,0
E23834,region_2,Bachelor's,M,30.0,Analytics,other,1,3.0,6,0,88,0
E935,region_2,Bachelor's,M,38.0,Operations,other,1,5.0,9,0,57,0
E53876,region_3,Bachelor's,M,31.0,Sales & Marketing,other,1,3.0,2,0,49,0
E76945,region_4,Master's & above,M,47.0,Sales & Marketing,other,1,5.0,7,0,48,0
E32879,region_15,Bachelor's,M,48.0,Technology,other,2,4.0,22,0,82,1
E34152,region_8,Bachelor's,F,32.0,Technology,other,1,3.0,4,0,81,0
E72330,region_29,Bachelor's,F,29.0,Technology,other,1,3.0,6,0,82,0
E33673,region_22,Bachelor's,F,29.0,Procurement,other,3,5.0,5,1,87,1
E56034,region_7,Bachelor's,M,31.0,Analytics,other,2,2.0,6,0,88,0
E17720,region_24,Bachelor's,F,28.0,Technology,sourcing,2,1.0,1,0,79,0
E50875,region_2,Master's & above,M,37.0,Sales & Marketing,sourcing,3,1.0,10,0,52,0
E56618,region_2,Bachelor's,M,26.0,Analytics,sourcing,1,3.0,3,0,90,0
E61022,region_22,Bachelor's,M,28.0,Operations,other,1,5.0,4,0,55,0
E73587,region_12,Bachelor's,F,34.0,Operations,other,1,3.0,7,0,57,0
E15360,region_3,Bachelor's,M,43.0,Sales & Marketing,sourcing,1,3.0,10,0,51,0
E8725,region_22,Bachelor's,M,29.0,Operations,other,2,3.0,1,0,62,0
E49051,region_10,Bachelor's,F,30.0,Procurement,other,1,5.0,9,0,73,0
E46335,region_15,Bachelor's,M,40.0,Operations,other,1,5.0,6,0,58,0
E48602,region_7,Bachelor's,F,32.0,Sales & Marketing,sourcing,1,4.0,6,0,46,0
E43970,region_13,Bachelor's,M,28.0,Procurement,sourcing,10,3.0,2,0,71,0
E33407,region_20,Bachelor's,F,28.0,HR,sourcing,1,3.0,5,0,51,0
E54273,region_2,Master's & above,F,35.0,Operations,other,1,1.0,9,0,58,0
E23783,region_7,Bachelor's,M,36.0,Analytics,sourcing,2,3.0,3,0,81,0
E28618,region_34,Bachelor's,M,26.0,Sales & Marketing,sourcing,1,3.0,1,0,53,0
E27050,region_16,Master's & above,M,41.0,Sales & Marketing,other,2,3.0,11,0,48,0
E74988,region_7,Bachelor's,M,29.0,Operations,sourcing,1,5.0,5,0,57,0
E38073,region_4,Master's & above,F,40.0,Finance,other,1,3.0,11,0,57,0
E56211,region_15,Bachelor's,M,46.0,Operations,sourcing,1,4.0,18,0,57,0
E55972,region_27,Bachelor's,M,30.0,Sales & Marketing,other,2,3.0,5,0,52,0
E8372,region_16,Bachelor's,F,30.0,HR,sourcing,1,4.0,4,0,51,0
E60039,region_21,Bachelor's,M,40.0,Sales & Marketing,sourcing,1,1.0,3,0,45,0
E34260,region_31,Bachelor's,M,35.0,Analytics,sourcing,1,3.0,8,0,89,0
E14351,region_17,Bachelor's,M,40.0,Sales & Marketing,other,1,3.0,6,0,51,0
