employee_id,department,recruitment_channel,no_of_trainings,previous_year_rating,length_of_service,awards_won?,avg_training_score,is_promoted
E55441,Finance,sourcing,2,3.0,3,0,61,0
E15891,Procurement,sourcing,1,3.0,4,0,69,0
E53751,Procurement,sourcing,1,3.0,5,0,71,0
E76814,Procurement,sourcing,1,3.0,10,0,69,0
E32271,Sales & Marketing,other,1,4.0,3,0,54,0
E15503,Operations,other,1,5.0,5,0,65,0
E53249,Analytics,other,1,,1,0,84,0
E64950,Sales & Marketing,sourcing,1,5.0,6,0,50,0
E39834,Finance,sourcing,1,4.0,9,0,54,0
E32566,Procurement,sourcing,2,5.0,8,0,69,0
E12497,Sales & Marketing,sourcing,1,4.0,2,0,50,0
E53643,Operations,other,1,3.0,14,0,63,0
E13054,Operations,other,1,5.0,3,0,56,0
E42413,Technology,sourcing,1,3.0,2,0,82,0
E45829,Operations,sourcing,1,3.0,8,0,60,0
E56838,Technology,other,2,1.0,14,0,78,0
E5884,Operations,other,1,4.0,10,0,74,1
E61818,Sales & Marketing,sourcing,1,5.0,2,0,50,0
E76934,Technology,sourcing,1,3.0,15,0,79,0
E8011,Procurement,sourcing,1,4.0,19,0,69,0
E43929,Sales & Marketing,other,1,5.0,2,0,56,0
E48188,Sales & Marketing,sourcing,1,2.0,5,0,52,0
E20274,Legal,sourcing,1,3.0,7,0,57,0
E48034,Operations,other,1,5.0,7,0,66,0
E7557,Technology,sourcing,3,3.0,2,0,78,0
E49103,Sales & Marketing,sourcing,1,4.0,6,0,50,0
E22016,Sales & Marketing,other,1,1.0,5,0,51,0
E59874,HR,sourcing,1,4.0,3,0,47,0
E51259,Sales & Marketing,other,3,3.0,9,0,53,0
E44544,Analytics,sourcing,1,3.0,6,0,84,0
E68229,Analytics,sourcing,1,,1,0,85,0
E64864,Sales & Marketing,sourcing,1,4.0,4,0,57,1
E16950,HR,other,1,3.0,5,0,50,0
E37724,Analytics,other,1,2.0,9,0,87,0
E27425,Procurement,sourcing,8,3.0,4,0,71,0
E10841,Operations,sourcing,1,3.0,9,0,60,0
E61525,Operations,other,1,3.0,2,0,62,0
E69695,Procurement,other,1,,1,0,67,0
E20716,Operations,referred,1,5.0,9,0,64,0
E16598,Finance,sourcing,1,3.0,2,0,58,1
E42267,Sales & Marketing,other,1,4.0,2,0,51,0
E760,Technology,other,1,3.0,8,0,79,0
E50420,R&D,other,1,3.0,9,0,86,0
E70261,Analytics,other,2,1.0,4,0,84,0
E76215,Sales & Marketing,sourcing,1,5.0,2,0,95,1
E12565,Technology,other,1,3.0,5,0,80,0
E43299,Operations,other,1,2.0,4,0,59,0
E53076,Sales & Marketing,sourcing,1,5.0,3,0,54,0
E2986,Procurement,sourcing,2,,1,0,76,0
E7002,HR,sourcing,1,5.0,2,0,47,0
E35697,Technology,other,2,4.0,10,0,78,0
E18784,Sales & Marketing,other,1,3.0,8,0,42,1
E24904,Finance,other,1,3.0,7,0,59,0
E504,Sales & Marketing,sourcing,1,3.0,2,0,50,0
E38945,Sales & Marketing,sourcing,1,1.0,11,0,48,0
E35601,Procurement,other,1,,1,0,68,0
E98,Technology,other,1,1.0,11,0,80,0
E48137,Sales & Marketing,sourcing,1,1.0,19,0,53,0
E69645,Sales & Marketing,sourcing,1,4.0,5,0,52,0
E43052,Technology,sourcing,1,5.0,2,0,84,0
E22757,R&D,sourcing,1,3.0,4,0,83,0
E29967,Sales & Marketing,other,1,3.0,19,0,50,0
E62931,HR,other,1,5.0,2,0,50,0
E38825,Operations,other,1,5.0,4,0,77,1
E72893,Sales & Marketing,other,1,2.0,15,0,50,0
E35314,Procurement,other,1,3.0,9,0,69,0
E67635,Legal,other,1,1.0,3,0,57,0
E63180,Sales & Marketing,sourcing,1,2.0,2,0,53,0
E11995,Sales & Marketing,other,1,,1,0,45,0
E30125,Sales & Marketing,other,2,1.0,7,0,50,0
E64247,Sales & Marketing,sourcing,1,3.0,3,0,51,0
E77059,Sales & Marketing,sourcing,1,3.0,7,0,52,0
E75568,Operations,sourcing,1,3.0,15,0,60,0
E36277,Technology,other,1,3.0,2,0,81,0
E46593,Sales & Marketing,sourcing,1,3.0,3,0,50,0
E31448,Technology,referred,1,5.0,4,0,78,0
E42915,Procurement,other,1,3.0,3,0,66,1
E13057,Sales & Marketing,sourcing,2,5.0,10,0,48,0
E394,HR,other,1,4.0,5,0,53,0
E25352,Operations,sourcing,2,5.0,7,0,54,0
E67407,Procurement,other,4,4.0,9,0,66,0
E43595,Sales & Marketing,other,1,5.0,12,0,48,0
E5994,Operations,other,1,5.0,6,0,57,0
E66557,Sales & Marketing,other,1,3.0,5,0,47,0
E65770,Analytics,sourcing,1,4.0,6,0,82,0
E4751,Operations,other,1,3.0,5,0,56,0
E21802,Sales & Marketing,other,1,3.0,6,0,51,0
E14209,Sales & Marketing,sourcing,1,3.0,6,0,55,0
E45279,Operations,other,1,4.0,5,0,62,0
E40515,Procurement,other,1,4.0,6,0,72,0
E21057,Analytics,other,4,5.0,5,0,88,0
E50471,Technology,other,1,4.0,5,0,80,0
E5003,Procurement,other,1,,1,0,68,0
E68868,Operations,sourcing,1,3.0,3,0,76,1
E42088,Sales & Marketing,sourcing,1,,1,0,49,0
E63515,Sales & Marketing,other,1,5.0,10,0,50,0
E24864,Operations,sourcing,1,2.0,3,0,61,0
E42867,Technology,other,1,3.0,9,0,77,0
E73622,Procurement,sourcing,2,,1,0,67,0
E55428,Procurement,sourcing,1,3.0,5,0,68,0
E23272,Analytics,other,1,4.0,2,0,84,0
E50092,Technology,sourcing,1,2.0,2,0,83,0
E74077,Analytics,other,1,3.0,16,0,87,0
E15289,Analytics,other,1,2.0,8,0,88,0
E8051,Sales & Marketing,other,1,3.0,5,0,48,0
E36653,Legal,sourcing,1,4.0,2,0,59,0
E51577,Sales & Marketing,sourcing,1,3.0,5,0,54,0
E57435,Procurement,other,1,3.0,3,0,73,0
E71981,Sales & Marketing,other,2,3.0,2,0,46,0
E44235,Operations,referred,2,5.0,9,0,61,0
E740,Procurement,other,1,,1,0,70,1
E11562,HR,sourcing,1,4.0,9,0,50,1
E33628,Sales & Marketing,sourcing,1,3.0,3,0,52,0
E14052,Sales & Marketing,other,1,5.0,7,0,47,0
E54915,Operations,other,1,3.0,4,0,54,0
E66093,Technology,sourcing,2,3.0,3,0,79,0
E7126,Operations,other,1,3.0,8,0,57,0
E59638,Procurement,other,1,4.0,8,0,73,0
E37236,Technology,sourcing,2,4.0,3,0,80,0
E28330,Technology,other,1,1.0,2,0,80,0
E46638,Sales & Marketing,sourcing,1,4.0,7,0,52,0
E38577,Procurement,sourcing,1,4.0,4,0,70,0
E63707,Sales & Marketing,other,3,2.0,2,0,51,0
E69255,Finance,sourcing,1,,1,0,64,1
E41328,Analytics,sourcing,1,3.0,2,0,86,0
E70389,Sales & Marketing,other,1,4.0,9,0,50,0
E60320,Operations,sourcing,1,4.0,7,0,56,0
E37601,Operations,sourcing,1,4.0,9,0,60,0
E24383,Technology,sourcing,1,3.0,13,0,76,0
E71705,HR,other,1,3.0,5,0,50,0
E68013,Sales & Marketing,other,3,3.0,10,0,49,0
E14008,Finance,other,1,4.0,1,0,58,0
E76220,Sales & Marketing,referred,1,3.0,5,0,49,0
E60999,Operations,sourcing,1,5.0,3,0,61,0
E9065,Procurement,sourcing,1,5.0,5,0,72,0
E32284,Sales & Marketing,sourcing,1,5.0,5,0,52,0
E18896,Sales & Marketing,other,1,4.0,4,0,59,1
E39351,Sales & Marketing,other,1,3.0,4,0,48,0
E69794,R&D,sourcing,2,5.0,5,0,86,0
E45412,Sales & Marketing,sourcing,1,3.0,7,0,45,0
E48744,Sales & Marketing,other,1,1.0,9,0,53,0
E25087,Technology,sourcing,1,3.0,7,0,80,0
E34551,Sales & Marketing,other,1,1.0,3,0,48,0
E39987,Sales & Marketing,other,1,3.0,5,0,64,1
E36463,Finance,other,1,2.0,6,0,57,0
E56136,Technology,sourcing,1,1.0,4,0,86,0
E53752,Analytics,sourcing,1,5.0,7,0,87,0
E65797,Procurement,sourcing,3,2.0,4,0,66,0
E74938,Operations,sourcing,1,3.0,7,0,60,0
E24867,Operations,other,1,5.0,16,0,60,0
E72361,Finance,sourcing,1,,1,0,65,0
E27972,Sales & Marketing,other,2,3.0,2,0,48,0
E57977,Analytics,sourcing,1,5.0,12,0,88,0
E29342,Sales & Marketing,sourcing,2,4.0,5,0,48,0
E36628,Legal,other,1,1.0,5,0,57,0
E21413,Procurement,sourcing,1,,1,0,73,0
E54992,Finance,other,1,4.0,2,0,57,0
E7107,Sales & Marketing,other,1,3.0,6,0,44,0
E55750,Sales & Marketing,other,3,3.0,6,0,48,0
E66819,R&D,other,1,2.0,6,0,82,0
E59079,Operations,sourcing,1,3.0,3,0,57,1
E22690,Operations,other,1,1.0,4,0,62,0
E41082,Operations,sourcing,1,3.0,3,0,57,0
E18200,Technology,sourcing,1,3.0,3,0,79,0
E10750,Analytics,other,1,3.0,3,0,81,0
E31803,Procurement,sourcing,1,5.0,3,1,69,1
E20853,Procurement,referred,1,3.0,6,0,71,1
E58499,Sales & Marketing,sourcing,1,3.0,6,0,50,0
E13574,Operations,sourcing,2,5.0,2,0,59,0
E75691,Finance,other,1,4.0,9,0,61,0
E3569,Procurement,other,1,4.0,6,0,71,0
E71610,Technology,other,2,4.0,8,0,82,1
E73752,Sales & Marketing,other,1,5.0,11,0,50,0
E64477,Sales & Marketing,sourcing,2,3.0,5,0,49,1
E35088,Analytics,other,2,3.0,4,0,88,1
E71880,Technology,other,3,4.0,10,0,79,0
E65280,Sales & Marketing,sourcing,1,5.0,7,0,47,0
E58052,Technology,other,1,4.0,6,0,81,0
E3042,Operations,sourcing,1,4.0,4,0,61,0
E31868,Operations,other,3,4.0,5,0,60,0
E28683,Operations,other,1,2.0,7,0,61,0
E10779,Procurement,sourcing,1,5.0,5,0,73,0
E19599,Operations,other,1,3.0,4,0,60,0
E2068,Technology,other,1,4.0,3,0,78,0
E20695,Operations,other,1,5.0,5,0,58,0
E26970,Sales & Marketing,sourcing,1,5.0,7,0,48,0
E12713,Sales & Marketing,sourcing,1,3.0,5,0,48,0
E10425,Analytics,other,1,4.0,2,0,87,0
E68489,Sales & Marketing,sourcing,1,3.0,10,0,51,0
E18579,Sales & Marketing,sourcing,1,3.0,3,0,48,0
E38218,Sales & Marketing,sourcing,2,5.0,2,0,51,0
E884,Analytics,other,1,3.0,6,0,85,0
E25787,Technology,other,2,5.0,8,0,81,0
E33341,Sales & Marketing,sourcing,2,,1,0,54,0
E25015,Procurement,other,1,3.0,8,0,69,1
E16590,HR,sourcing,1,,1,0,46,0
E54343,Technology,other,3,4.0,2,0,78,0
E9714,Operations,sourcing,1,5.0,8,0,57,0
E48484,Sales & Marketing,sourcing,1,5.0,3,0,51,0
E73757,Operations,other,2,3.0,7,0,58,0
E58472,Operations,referred,1,3.0,7,0,56,0
E21603,Sales & Marketing,sourcing,1,1.0,6,0,47,0
E65252,Procurement,other,2,3.0,14,0,67,0
E35134,Operations,sourcing,1,3.0,7,0,62,0
E19966,Sales & Marketing,other,1,5.0,3,0,56,1
E57526,Operations,sourcing,1,3.0,13,0,62,0
E3608,Analytics,other,1,3.0,12,0,84,0
E26081,Sales & Marketing,sourcing,1,5.0,2,0,45,0
E61285,Finance,sourcing,1,3.0,3,0,60,0
E44277,R&D,other,1,3.0,4,0,83,0
E47755,Technology,sourcing,2,3.0,6,0,84,0
E43470,Sales & Marketing,other,1,3.0,4,0,51,1
E55577,Operations,other,3,5.0,2,0,63,1
E13099,Operations,sourcing,1,3.0,4,0,61,0
E39486,Procurement,sourcing,1,1.0,2,0,64,0
E16439,Sales & Marketing,other,1,5.0,6,0,47,0
E26668,Sales & Marketing,sourcing,1,3.0,8,0,50,0
E61921,Operations,sourcing,1,4.0,5,0,60,0
E34464,Sales & Marketing,other,1,4.0,2,0,47,0
E77506,Operations,sourcing,1,4.0,14,0,59,0
E14439,Sales & Marketing,other,1,2.0,9,0,51,0
E54384,Operations,other,1,3.0,3,0,58,0
E36802,Finance,sourcing,2,4.0,6,1,57,0
E74693,Sales & Marketing,other,1,3.0,10,0,44,0
E62811,Sales & Marketing,other,1,1.0,2,0,51,0
E24249,Sales & Marketing,sourcing,1,,1,0,48,0
E10418,Analytics,other,1,5.0,4,0,83,1
E19351,Sales & Marketing,sourcing,1,3.0,4,0,48,1
E5757,Analytics,sourcing,1,3.0,2,0,81,0
E37948,Operations,other,1,5.0,7,0,55,0
E13546,Technology,other,2,3.0,5,0,82,0
E72493,Finance,sourcing,2,,1,0,60,0
E19516,Technology,other,1,4.0,3,0,76,0
E26169,Technology,sourcing,2,5.0,3,0,83,0
E73077,Operations,other,1,3.0,5,0,61,0
E15978,Finance,other,1,4.0,14,0,62,0
E166,Procurement,other,1,4.0,18,0,73,0
E55187,Analytics,other,1,5.0,4,0,80,0
E49601,Sales & Marketing,sourcing,1,1.0,3,0,54,0
E21886,Sales & Marketing,other,1,3.0,2,0,53,0
E11925,Sales & Marketing,sourcing,2,1.0,2,0,50,0
E44151,Procurement,sourcing,1,3.0,6,0,72,0
E5127,Analytics,sourcing,1,5.0,2,0,78,0
E20222,Operations,sourcing,1,4.0,3,0,57,0
E76448,Technology,referred,1,4.0,3,0,82,0
E53099,Operations,other,1,3.0,2,0,58,0
E31757,Procurement,sourcing,2,2.0,4,0,68,0
E26864,Operations,other,1,4.0,6,0,63,0
E65257,Sales & Marketing,sourcing,3,3.0,6,0,47,0
E41588,Procurement,sourcing,3,4.0,7,0,66,0
E26963,Sales & Marketing,sourcing,1,1.0,6,0,49,0
E4689,Procurement,other,1,5.0,5,0,69,0
E19791,Analytics,other,2,3.0,2,0,85,0
E26266,Technology,other,1,4.0,10,0,80,0
E49813,Sales & Marketing,other,1,4.0,5,0,48,0
E65613,Analytics,sourcing,2,3.0,2,0,88,0
E28240,Operations,referred,1,3.0,2,0,62,0
E3276,HR,other,1,3.0,3,0,50,0
E19540,Operations,other,1,1.0,6,0,58,0
E55834,Operations,other,1,4.0,4,0,58,0
E7525,Sales & Marketing,sourcing,1,4.0,7,0,49,0
E45917,Operations,other,1,3.0,6,0,63,0
E63913,Technology,sourcing,1,1.0,9,0,74,0
E28139,Sales & Marketing,other,1,3.0,4,0,55,0
E42983,Operations,other,1,,1,0,57,0
E53024,Procurement,other,1,5.0,7,0,66,0
E9003,Sales & Marketing,other,2,1.0,14,0,46,0
E17954,Operations,sourcing,1,4.0,7,0,61,0
E63291,Sales & Marketing,other,1,3.0,11,0,99,1
E37929,Analytics,sourcing,2,5.0,3,0,88,1
E9650,Technology,other,1,2.0,16,0,83,0
E27182,Procurement,sourcing,1,5.0,18,0,70,0
E19650,Procurement,sourcing,1,3.0,17,0,71,0
E60644,Finance,other,1,3.0,5,0,61,0
E33128,Finance,other,1,5.0,2,0,58,0
E12006,Procurement,sourcing,1,5.0,27,0,69,0
E68790,Sales & Marketing,other,2,2.0,2,0,44,0
E53445,Procurement,other,1,3.0,6,0,68,0
E51789,Operations,sourcing,1,5.0,3,0,55,0
E68765,Sales & Marketing,other,1,4.0,5,0,46,0
E35051,Sales & Marketing,sourcing,2,1.0,3,0,54,0
E27996,Technology,other,2,2.0,3,0,77,0
E72656,Sales & Marketing,sourcing,1,5.0,12,0,45,1
E68407,Analytics,sourcing,1,3.0,4,0,89,0
E24454,Sales & Marketing,sourcing,1,5.0,3,0,46,0
E66590,Sales & Marketing,sourcing,2,,1,0,45,0
E42649,Procurement,other,1,3.0,7,0,65,0
E5414,Sales & Marketing,sourcing,1,5.0,2,0,48,0
E24883,Operations,sourcing,1,3.0,3,0,65,1
E11684,HR,sourcing,1,3.0,4,0,49,0
E54242,Sales & Marketing,other,1,1.0,4,0,49,0
E3699,Sales & Marketing,other,1,5.0,2,0,47,0
E28258,Operations,other,1,3.0,5,0,54,0
E20251,Sales & Marketing,other,1,1.0,11,0,52,0
E55532,Finance,sourcing,1,3.0,2,0,59,0
E64514,Operations,other,1,3.0,7,0,60,0
E32758,Sales & Marketing,other,2,5.0,10,0,48,0
E72448,Sales & Marketing,other,1,4.0,14,0,49,0
E43183,Sales & Marketing,other,2,3.0,6,0,50,0
E48537,Sales & Marketing,sourcing,1,5.0,7,0,48,0
E26536,Operations,referred,2,5.0,8,0,72,1
E71891,Operations,sourcing,1,5.0,4,0,63,1
E66917,Finance,other,1,,1,0,60,0
E7365,Technology,other,2,,1,0,80,0
E35567,Analytics,other,1,3.0,6,0,87,0
E15680,Sales & Marketing,sourcing,1,3.0,5,0,52,0
E19435,Operations,sourcing,1,3.0,3,0,59,0
E77411,Procurement,sourcing,1,2.0,7,0,62,0
E47265,Procurement,other,1,2.0,7,0,70,0
E1355,Operations,other,2,,1,0,61,0
E12582,Operations,other,1,2.0,2,0,61,0
E39994,Procurement,sourcing,1,5.0,7,0,68,0
E75099,Sales & Marketing,other,1,4.0,9,0,52,0
E3925,Sales & Marketing,other,1,1.0,2,0,48,0
E63426,Procurement,sourcing,1,3.0,3,0,68,0
E33401,Finance,other,1,3.0,9,0,57,0
E52539,Finance,sourcing,1,3.0,6,0,57,0
E36536,Analytics,other,1,1.0,2,0,85,0
E15857,Sales & Marketing,sourcing,1,4.0,9,0,51,0
E22789,Procurement,sourcing,4,3.0,2,0,64,0
E59760,Sales & Marketing,other,1,5.0,4,0,48,0
E37027,Sales & Marketing,sourcing,1,3.0,7,0,50,1
E71601,Technology,sourcing,2,5.0,7,0,81,0
E14004,Procurement,sourcing,1,5.0,7,0,73,0
E22131,Sales & Marketing,sourcing,1,5.0,3,0,49,0
E32934,Sales & Marketing,sourcing,1,4.0,3,0,50,1
E54043,Sales & Marketing,other,1,2.0,12,0,52,0
E62810,Operations,other,1,3.0,6,0,58,0
E70338,Finance,sourcing,1,4.0,6,0,61,0
E72384,Operations,sourcing,2,5.0,4,0,63,0
E74893,Operations,sourcing,1,3.0,10,0,56,0
E38862,Sales & Marketing,other,1,5.0,4,0,47,0
E37335,HR,sourcing,1,5.0,7,0,51,0
E18946,Operations,sourcing,1,4.0,8,0,61,0
E54480,Sales & Marketing,other,1,5.0,2,0,48,0
E3443,Technology,other,1,2.0,17,0,78,1
E65239,Procurement,other,1,2.0,6,0,73,0
E28968,R&D,sourcing,4,3.0,7,0,86,0
E49061,Sales & Marketing,other,1,4.0,8,0,49,0
E63236,HR,sourcing,1,1.0,2,0,54,0
E4439,Operations,other,1,5.0,15,0,64,0
E23041,Analytics,other,1,4.0,5,0,84,0
E2081,Sales & Marketing,sourcing,1,2.0,6,0,55,0
E27759,Finance,other,2,5.0,2,0,59,0
E30415,Analytics,sourcing,1,3.0,7,0,85,0
E76635,Sales & Marketing,other,3,3.0,2,0,52,0
E7664,Sales & Marketing,sourcing,1,5.0,5,0,50,0
E57735,Legal,other,1,5.0,1,0,56,1
E17982,Operations,other,1,4.0,3,0,57,0
E60235,Operations,other,1,1.0,12,0,59,0
E38717,Operations,other,1,3.0,7,0,59,0
E67025,Analytics,sourcing,1,4.0,4,0,83,0
E15228,Sales & Marketing,sourcing,1,3.0,9,0,53,0
E15063,Finance,sourcing,1,2.0,6,0,61,0
E3596,Analytics,other,4,5.0,3,0,86,0
E28833,Analytics,sourcing,1,,1,0,86,0
E9246,Technology,other,1,3.0,3,0,79,0
E30292,Sales & Marketing,sourcing,2,5.0,5,0,44,0
E70649,Operations,sourcing,1,3.0,6,0,57,0
E62720,Sales & Marketing,other,1,2.0,5,0,49,0
E12945,Sales & Marketing,other,1,1.0,10,0,49,0
E44358,Legal,other,1,4.0,3,0,60,0
E65231,Legal,other,1,3.0,6,0,54,0
E55201,Analytics,sourcing,1,3.0,3,0,83,1
E31713,Procurement,other,1,4.0,2,0,70,0
E46556,Sales & Marketing,sourcing,1,3.0,14,0,49,0
E13773,Procurement,other,1,3.0,3,0,69,0
E17235,Operations,sourcing,1,5.0,6,0,59,0
E3360,Technology,other,1,2.0,7,0,83,0
E70306,Technology,other,1,3.0,12,0,75,0
E62696,R&D,sourcing,1,3.0,9,0,87,0
E12081,Procurement,sourcing,4,,1,0,68,0
E77768,Analytics,other,2,5.0,4,0,83,0
E40910,Procurement,other,2,3.0,8,0,66,0
E53182,Sales & Marketing,other,1,1.0,2,0,47,0
E71294,HR,sourcing,1,5.0,5,0,54,0
E56061,Sales & Marketing,other,1,1.0,6,0,50,0
E7541,Sales & Marketing,other,1,5.0,5,0,49,0
E62878,Sales & Marketing,other,1,3.0,11,1,93,1
E2276,Operations,sourcing,1,2.0,3,0,58,0
E34834,Procurement,sourcing,2,4.0,3,0,69,0
E5597,Operations,sourcing,2,5.0,7,1,89,1
E78174,Technology,other,1,3.0,10,0,76,0
E17279,Analytics,sourcing,3,5.0,3,0,82,0
E61356,Procurement,sourcing,1,4.0,6,0,66,0
E13199,Sales & Marketing,other,1,5.0,3,0,47,0
E23526,Analytics,other,2,3.0,7,0,83,0
E69347,Sales & Marketing,referred,1,5.0,13,0,53,0
E64628,Legal,other,1,3.0,5,0,58,1
E2433,Sales & Marketing,other,3,3.0,4,0,45,0
E47909,Technology,sourcing,2,5.0,15,0,78,1
E29988,R&D,sourcing,1,2.0,4,0,85,0
E6820,Operations,other,1,4.0,5,0,57,0
E40834,Operations,other,1,3.0,3,0,59,0
E70143,Procurement,sourcing,3,3.0,4,0,67,0
E36935,Technology,other,3,5.0,2,0,78,1
E3975,Sales & Marketing,sourcing,1,3.0,7,0,52,0
E55563,Sales & Marketing,other,1,3.0,7,0,47,0
E48662,Finance,other,1,2.0,4,0,58,0
E60664,Sales & Marketing,other,1,1.0,9,0,47,0
E28448,Sales & Marketing,other,1,4.0,7,0,46,0
E46037,Technology,sourcing,1,3.0,3,0,79,0
E24280,Operations,other,1,3.0,3,0,59,0
E3952,Procurement,sourcing,1,,1,0,69,0
E41424,Sales & Marketing,sourcing,1,4.0,5,0,83,1
E56844,Sales & Marketing,other,1,2.0,12,0,56,0
E34521,Technology,sourcing,1,3.0,3,0,73,0
E61013,Sales & Marketing,sourcing,1,4.0,3,0,96,1
E6662,Sales & Marketing,other,1,4.0,2,0,48,0
E11655,Procurement,sourcing,1,5.0,2,1,83,1
E61349,Technology,other,1,1.0,10,0,79,0
E51332,Sales & Marketing,other,1,3.0,4,0,47,0
E18774,Operations,sourcing,1,5.0,3,0,62,0
E17653,Analytics,other,1,2.0,3,0,87,0
E31057,Procurement,sourcing,2,3.0,11,0,64,0
E45733,Technology,referred,1,3.0,6,0,83,0
E20165,R&D,other,1,1.0,3,0,92,0
E49276,Operations,other,1,4.0,22,1,98,1
E44770,Sales & Marketing,sourcing,1,3.0,4,0,48,0
E52066,Analytics,sourcing,1,5.0,8,1,85,1
E50042,Sales & Marketing,other,1,1.0,14,0,46,0
E69441,Sales & Marketing,other,1,4.0,19,0,51,0
E57234,Sales & Marketing,sourcing,1,1.0,9,0,52,0
E70151,Operations,other,1,5.0,5,0,59,0
E9165,Analytics,sourcing,1,4.0,5,0,86,0
E6029,Sales & Marketing,other,1,1.0,6,0,49,0
E58894,Procurement,other,1,3.0,6,0,75,0
E58402,Technology,other,1,3.0,10,0,81,0
E16005,Sales & Marketing,other,2,,1,0,48,0
E10177,Technology,sourcing,1,4.0,7,0,77,0
E46550,Operations,other,1,4.0,3,0,61,0
E66439,Sales & Marketing,other,1,4.0,4,0,43,0
E74447,Operations,other,1,5.0,4,0,57,1
E40701,Sales & Marketing,sourcing,2,5.0,8,1,91,1
E495,Sales & Marketing,other,1,2.0,10,0,49,0
E35161,Procurement,sourcing,2,2.0,15,0,70,0
E74884,Sales & Marketing,other,1,3.0,16,0,46,0
E51579,Sales & Marketing,other,1,4.0,17,0,45,0
E50717,Sales & Marketing,other,1,4.0,10,0,51,0
E15051,Sales & Marketing,sourcing,1,3.0,11,0,51,0
E49264,Sales & Marketing,other,1,2.0,3,0,48,0
E13285,Technology,other,1,3.0,7,0,81,0
E18365,Sales & Marketing,sourcing,1,5.0,15,0,49,0
E17517,Sales & Marketing,other,1,3.0,18,0,50,0
E71844,Operations,other,1,5.0,6,0,63,0
E21646,Technology,sourcing,1,3.0,4,0,82,0
E22984,Analytics,other,1,3.0,4,0,86,0
E29511,HR,other,1,3.0,7,0,48,0
E58977,Technology,other,1,2.0,14,0,82,0
E55473,Operations,sourcing,1,5.0,4,0,96,1
E44196,Operations,other,1,3.0,10,0,60,0
E22579,Operations,other,1,4.0,8,0,58,0
E73095,Sales & Marketing,other,1,1.0,7,0,48,0
E3427,Sales & Marketing,sourcing,2,3.0,3,0,55,0
E19432,Operations,other,1,1.0,4,0,58,0
E5224,Sales & Marketing,sourcing,1,,1,0,49,0
E75056,Operations,sourcing,1,3.0,4,0,61,0
E42885,Operations,other,1,2.0,10,0,61,0
E69746,Procurement,sourcing,1,3.0,2,0,69,0
E39287,Finance,sourcing,3,5.0,8,0,58,0
E75809,Sales & Marketing,sourcing,1,3.0,4,0,46,0
E29769,Sales & Marketing,other,2,5.0,3,0,50,0
E75049,Finance,other,1,,1,0,54,0
E21253,Technology,other,1,3.0,13,0,79,0
E1013,Analytics,sourcing,2,5.0,1,0,82,0
E60868,R&D,other,4,,1,0,85,0
E63735,HR,sourcing,2,3.0,2,0,47,0
E45526,Operations,sourcing,2,5.0,5,0,73,1
E69168,Procurement,sourcing,1,5.0,5,0,67,0
E71690,Sales & Marketing,sourcing,1,3.0,6,0,46,0
E5934,Sales & Marketing,other,2,2.0,5,0,49,0
E75513,Analytics,other,1,5.0,5,0,86,0
E4253,Sales & Marketing,other,1,,1,0,48,0
E32218,Analytics,other,1,3.0,5,0,88,0
E30212,Analytics,sourcing,1,1.0,2,0,81,0
E15860,Procurement,other,2,3.0,9,0,69,0
E28723,Sales & Marketing,other,1,4.0,2,0,54,1
E38108,Sales & Marketing,other,3,3.0,3,0,50,0
E41292,Technology,sourcing,2,1.0,7,0,81,0
E24332,Procurement,sourcing,1,3.0,2,0,74,0
E6681,Procurement,other,1,3.0,11,0,68,0
E69277,Procurement,sourcing,1,5.0,14,0,70,0
E13391,Sales & Marketing,sourcing,1,4.0,3,0,51,0
E18158,Technology,referred,2,4.0,2,0,79,0
E32078,Procurement,other,1,1.0,6,0,65,0
E48000,Analytics,other,1,,1,0,83,0
E29770,Finance,sourcing,2,3.0,2,0,60,0
E42126,HR,other,1,3.0,4,0,50,0
E46018,Technology,sourcing,1,3.0,4,0,82,0
E1566,Sales & Marketing,other,3,2.0,2,0,48,0
E16214,Procurement,sourcing,2,,1,0,67,0
E59115,Procurement,sourcing,1,2.0,4,0,72,0
E32893,Sales & Marketing,other,1,3.0,4,0,49,0
E17804,Procurement,other,1,5.0,4,0,69,1
E56524,R&D,sourcing,1,3.0,4,0,82,0
E34187,Analytics,other,3,4.0,12,0,88,0
E17790,Analytics,sourcing,1,1.0,1,0,81,0
E51296,Technology,referred,1,3.0,6,0,78,0
E28767,Sales & Marketing,other,1,3.0,3,0,50,0
E4961,Sales & Marketing,sourcing,1,3.0,14,0,45,0
E4415,Analytics,other,1,4.0,4,0,83,0
E18771,Sales & Marketing,sourcing,1,3.0,5,0,47,0
E275,Technology,other,1,1.0,6,0,81,0
E12764,Sales & Marketing,sourcing,2,1.0,11,0,52,0
E40122,Technology,other,1,3.0,9,0,85,0
E64591,Sales & Marketing,other,2,4.0,8,0,50,0
E5710,Sales & Marketing,other,3,1.0,3,0,49,0
E35480,Sales & Marketing,other,1,3.0,2,0,46,0
E29656,Sales & Marketing,sourcing,1,3.0,5,0,49,0
E1218,Operations,other,1,1.0,18,0,56,0
E44890,Operations,sourcing,1,2.0,3,0,63,0
E55067,Sales & Marketing,other,1,3.0,14,0,52,0
E7516,Analytics,referred,1,2.0,6,0,83,0
E28493,Procurement,other,1,3.0,3,0,67,0
