employee_id,region,education,gender,age
E7343,region_9,Bachelor's,m,24
E6658,region_16,Master's & above,f,32
E2483,region_2,Bachelor's,f,30
E7644,region_22,Master's & above,m,33
E20178,region_1,Master's & above,m,35
E52947,region_2,Master's & above,f,51
E65869,region_13,Bachelor's,m,26
E61799,region_26,Bachelor's,m,27
E68695,region_29,Bachelor's,f,29
E220,region_26,Master's & above,m,52
E71242,region_13,Bachelor's,m,37
E66591,region_6,Bachelor's,f,27
E50375,region_2,Bachelor's,f,28
E44129,region_2,Bachelor's,f,54
E37647,region_1,Bachelor's,m,29
E49428,region_27,Master's & above,m,45
E76056,region_2,Bachelor's,f,39
E55247,region_16,,m,33
E46680,region_17,Master's & above,f,44
E38405,region_25,Master's & above,m,35
E60865,region_19,,m,40
E4502,region_7,Bachelor's,m,30
E54108,region_15,Bachelor's,m,24
E25377,region_15,Bachelor's,m,27
E9753,region_10,Master's & above,f,32
E3645,region_7,Master's & above,f,36
E38099,region_2,Bachelor's,m,37
E2320,region_2,Bachelor's,f,38
E56010,region_6,Bachelor's,f,31
E32523,region_14,Bachelor's,m,29
E20423,region_2,,m,26
E24117,region_22,,m,26
E75797,region_17,,f,29
E50002,region_22,Bachelor's,m,31
E21272,region_15,Bachelor's,m,38
E13162,region_26,Bachelor's,m,30
E40760,region_7,Master's & above,m,41
E33704,region_3,,m,24
E13571,region_19,Bachelor's,m,30
E62132,region_1,Bachelor's,m,28
E9833,region_13,Master's & above,f,38
E60578,region_19,Bachelor's,m,32
E74235,region_2,Bachelor's,f,29
E9217,region_27,Master's & above,f,33
E21868,region_22,Bachelor's,m,27
E6357,region_7,Bachelor's,m,32
E72736,region_24,Master's & above,m,31
E2889,region_5,Bachelor's,m,26
E49571,region_14,Bachelor's,m,34
E4086,region_26,Bachelor's,m,31
E36547,region_25,Bachelor's,m,32
E17734,region_2,Bachelor's,m,31
E15264,region_7,Bachelor's,m,33
E58140,region_7,Master's & above,m,39
E1942,region_5,Bachelor's,m,29
E44190,region_15,Bachelor's,m,36
E32981,region_7,Bachelor's,f,36
E34284,region_31,Bachelor's,m,39
E4845,region_22,Bachelor's,m,30
E35319,region_7,Bachelor's,m,43
E62718,region_6,Bachelor's,m,28
E68251,region_27,Bachelor's,m,32
E21588,region_2,Bachelor's,m,31
E42478,region_27,Master's & above,m,36
E33642,region_2,Bachelor's,m,32
E56141,region_2,Bachelor's,m,41
E4424,region_13,Master's & above,f,35
E66378,region_2,Bachelor's,m,26
E41626,region_13,Bachelor's,m,40
E54791,region_2,Master's & above,m,56
E19692,region_2,Bachelor's,f,31
E7221,region_9,Master's & above,m,32
E28979,region_31,Bachelor's,m,32
E28323,region_22,Master's & above,m,34
E19769,region_2,Master's & above,f,45
E15330,region_11,Bachelor's,m,29
E45056,region_22,,m,26
E6277,region_16,Bachelor's,m,26
E26291,region_8,Bachelor's,f,45
E39420,region_19,Bachelor's,m,33
E68794,region_7,Bachelor's,f,30
E23414,region_14,Master's & above,m,39
E51650,region_22,Bachelor's,f,27
E74370,region_22,Master's & above,m,48
E16305,region_5,Master's & above,m,43
E14975,region_11,Bachelor's,f,27
E10985,region_19,Bachelor's,f,37
E60513,region_22,Bachelor's,m,35
E9691,region_34,Bachelor's,f,28
E1952,region_11,Bachelor's,m,43
E2599,region_19,Bachelor's,m,44
E21651,region_11,Bachelor's,m,30
E45410,region_24,Bachelor's,m,29
E44637,region_26,Bachelor's,m,35
E23538,region_2,Bachelor's,m,35
E14943,region_2,,f,54
E54144,region_15,Master's & above,m,31
E8792,region_28,Master's & above,m,34
E11676,region_15,Bachelor's,m,34
E38785,region_16,Bachelor's,m,30
E73250,region_7,Bachelor's,f,40
E524,region_26,Bachelor's,m,32
E29372,region_19,Bachelor's,m,39
E12399,region_2,Bachelor's,f,59
E33250,region_7,Bachelor's,m,36
E71696,region_15,Bachelor's,f,33
E5343,region_22,,m,22
E18453,region_15,Bachelor's,m,37
E3888,region_22,Bachelor's,m,25
E49267,region_7,Master's & above,f,31
E41674,region_22,,m,26
E35172,region_2,Bachelor's,m,58
E26611,region_2,Master's & above,m,48
E39855,region_2,Master's & above,f,33
E6162,region_22,Bachelor's,f,34
E24791,region_4,Bachelor's,m,28
E61995,region_2,Bachelor's,f,27
E55010,region_2,Master's & above,m,34
E41445,region_2,Master's & above,f,33
E43715,region_28,Bachelor's,m,37
E50841,region_7,Bachelor's,m,43
E44341,region_21,Bachelor's,f,31
E30379,region_26,Master's & above,f,35
E39103,region_2,Bachelor's,f,42
E10999,region_7,Bachelor's,m,31
E48237,region_31,Master's & above,f,37
E37466,region_22,Master's & above,m,37
E33682,region_2,Bachelor's,m,26
E9566,region_22,Master's & above,m,33
E50467,region_5,Bachelor's,m,28
E15674,region_17,Bachelor's,f,58
E51318,region_31,Bachelor's,f,30
E42506,region_8,Master's & above,m,37
E58452,region_2,Bachelor's,m,34
E22227,region_23,Bachelor's,m,47
E43959,region_1,Bachelor's,m,32
E32973,region_7,Bachelor's,m,32
E13817,region_22,Master's & above,m,38
E2400,region_2,Bachelor's,m,45
E66860,region_31,Below Secondary,m,25
E66359,region_2,Below Secondary,f,20
E68530,region_9,,m,27
E54445,region_2,Bachelor's,m,49
E4342,region_21,Master's & above,m,37
E63389,region_22,Bachelor's,m,31
E2144,region_22,Bachelor's,m,31
E67885,region_7,Bachelor's,f,32
E25318,region_4,Master's & above,f,37
E20697,region_21,Bachelor's,m,45
E74574,region_7,Bachelor's,m,27
E36727,region_23,Bachelor's,m,30
E51158,region_5,Master's & above,m,44
E2913,region_13,Bachelor's,m,24
E18269,region_14,Bachelor's,f,31
E76655,region_13,Bachelor's,m,29
E27105,region_2,Bachelor's,f,41
E25559,region_9,Master's & above,m,30
E35659,region_2,Master's & above,m,41
E10842,region_30,Bachelor's,m,35
E968,region_6,Bachelor's,m,27
E7340,region_2,Master's & above,f,51
E13491,region_26,Bachelor's,f,39
E66950,region_2,,m,29
E64248,region_18,Bachelor's,m,28
E30712,region_7,Bachelor's,m,30
E28016,region_30,Bachelor's,f,27
E41200,region_21,Bachelor's,m,32
E73771,region_9,,m,33
E76933,region_2,Bachelor's,f,58
E7942,region_28,Master's & above,m,34
E71390,region_23,Master's & above,m,33
E69806,region_2,,f,29
E56904,region_22,Bachelor's,m,26
E53495,region_26,Bachelor's,m,35
E37452,region_2,Master's & above,m,39
E52856,region_2,Bachelor's,m,26
E38363,region_23,,m,30
E32012,region_15,Bachelor's,m,36
E4465,region_2,Below Secondary,m,21
E18279,region_27,Bachelor's,m,26
E17520,region_2,Bachelor's,f,30
E26220,region_31,Master's & above,m,35
E71438,region_22,Bachelor's,m,31
E41364,region_13,Bachelor's,f,32
E3205,region_4,Bachelor's,m,34
E13948,region_2,Master's & above,f,43
E6750,region_2,Master's & above,m,55
E61028,region_17,Bachelor's,f,35
E50815,region_2,Bachelor's,f,32
E44933,region_7,Bachelor's,m,46
E58985,region_19,Bachelor's,m,41
E20194,region_19,Master's & above,m,39
E37834,region_2,Master's & above,f,43
E32855,region_2,Bachelor's,m,29
E10614,region_1,Master's & above,f,33
E41542,region_22,,f,27
E16879,region_16,,m,23
E33803,region_2,Bachelor's,m,37
E50770,region_22,Bachelor's,f,32
E31291,region_11,Bachelor's,f,26
E7852,region_2,Below Secondary,f,22
E22249,region_2,Master's & above,f,56
E5323,region_15,,m,45
E14510,region_7,Bachelor's,m,33
E8643,region_26,Bachelor's,m,29
E42716,region_29,Bachelor's,m,33
E41027,region_24,Bachelor's,m,34
E36478,region_23,Bachelor's,m,30
E21862,region_2,Bachelor's,f,35
E69232,region_29,Master's & above,f,34
E28252,region_28,Bachelor's,f,28
E69837,region_13,Master's & above,f,30
E67004,region_26,Bachelor's,m,27
E73129,region_25,,m,26
E4242,region_6,Bachelor's,m,30
E42887,region_9,Bachelor's,m,26
E70076,region_7,Master's & above,m,38
E42975,region_27,Bachelor's,f,34
E47707,region_7,Bachelor's,m,26
E66142,region_25,Master's & above,f,38
E75700,region_27,Bachelor's,m,39
E29233,region_13,Bachelor's,m,41
E8815,region_32,Bachelor's,m,28
E50622,region_25,Master's & above,m,34
E22514,region_13,Master's & above,m,47
E46879,region_28,Master's & above,m,31
E49989,region_15,Bachelor's,m,38
E55177,region_17,Master's & above,f,48
E64565,region_2,Bachelor's,m,57
E56406,region_2,Bachelor's,f,32
E46595,region_15,Bachelor's,f,39
E57124,region_22,Bachelor's,f,29
E72336,region_2,Bachelor's,f,39
E63590,region_28,Bachelor's,m,35
E33084,region_27,Bachelor's,m,28
E14607,region_16,Bachelor's,f,27
E34033,region_10,Bachelor's,m,32
E45631,region_31,Master's & above,f,33
E8170,region_2,Bachelor's,m,25
E68404,region_29,Bachelor's,m,28
E13315,region_10,Bachelor's,f,29
E26174,region_2,Bachelor's,m,27
E26240,region_12,Bachelor's,f,25
E2291,region_16,Bachelor's,m,29
E68259,region_28,Master's & above,m,34
E21713,region_1,Bachelor's,f,30
E35581,region_25,Bachelor's,m,29
E35902,region_23,Bachelor's,f,33
E47123,region_7,Bachelor's,f,40
E65877,region_20,Bachelor's,m,36
E19026,region_9,Bachelor's,m,29
E67449,region_15,Bachelor's,m,28
E63912,region_27,Bachelor's,m,32
E37332,region_13,Bachelor's,m,30
E22211,region_15,,m,33
E62387,region_10,Master's & above,m,39
E13356,region_22,Bachelor's,m,28
E59005,region_7,Bachelor's,m,28
E62950,region_22,Below Secondary,m,21
E27434,region_13,Master's & above,m,41
E21612,region_22,Bachelor's,m,41
E21898,region_32,Bachelor's,m,29
E33611,region_23,Master's & above,m,39
E21466,region_23,Master's & above,f,37
E29217,region_7,Bachelor's,m,40
E45875,region_26,Bachelor's,m,28
E15781,region_10,Master's & above,m,50
E15736,region_5,Bachelor's,m,29
E49546,region_23,Master's & above,m,34
E27591,region_7,Bachelor's,f,36
E49084,region_2,Below Secondary,m,25
E77908,region_28,Bachelor's,f,31
E43644,region_22,Bachelor's,m,26
E62155,region_2,Bachelor's,m,25
E32145,region_4,Bachelor's,m,31
E47143,region_22,Bachelor's,m,29
E11370,region_23,Bachelor's,m,35
E69534,region_22,Bachelor's,f,25
E27668,region_1,Bachelor's,m,29
E55422,region_6,Bachelor's,m,32
E69851,region_20,Bachelor's,f,29
E66652,region_22,Bachelor's,m,32
E34314,region_28,Master's & above,f,34
E10710,region_22,Bachelor's,m,29
E62617,region_2,Bachelor's,m,50
E72976,region_29,Bachelor's,f,29
E13967,region_14,Bachelor's,m,33
E33795,region_29,Bachelor's,m,34
E31746,region_30,Master's & above,f,34
E7299,region_7,Master's & above,m,34
E19083,region_22,Bachelor's,m,33
E47590,region_22,Master's & above,m,43
E64563,region_13,Bachelor's,m,42
E14731,region_7,Bachelor's,f,37
E53381,region_28,Bachelor's,m,29
E14770,region_2,Below Secondary,m,20
E24697,region_26,Bachelor's,m,29
E67740,region_26,Bachelor's,m,26
E30773,region_2,Master's & above,f,32
E19282,region_2,Bachelor's,f,28
E73231,region_9,,m,30
E35085,region_26,Bachelor's,m,29
E19712,region_22,Bachelor's,m,42
E26605,region_32,Bachelor's,m,33
E64609,region_25,Bachelor's,m,27
E65780,region_6,Bachelor's,f,35
E76022,region_2,Bachelor's,f,32
E21729,region_2,Master's & above,m,35
E23608,region_22,Master's & above,m,31
E15899,region_14,Bachelor's,f,31
E68052,region_31,Below Secondary,m,24
E7025,region_15,Master's & above,m,52
E29549,region_2,Master's & above,m,37
E44232,region_6,Bachelor's,m,29
E11653,region_27,Bachelor's,m,29
E41519,region_2,Master's & above,m,43
E75942,region_7,Master's & above,m,31
E22443,region_7,Bachelor's,m,45
E23261,region_28,Master's & above,m,35
E21919,region_31,Bachelor's,m,35
E11706,region_1,Bachelor's,m,27
E72322,region_28,Master's & above,m,31
E75970,region_20,Bachelor's,m,33
E48432,region_2,Bachelor's,m,50
E21627,region_2,Bachelor's,m,31
E45078,region_2,Master's & above,f,35
E34378,region_20,Master's & above,f,34
E15256,region_2,Bachelor's,f,26
E49159,region_28,Bachelor's,m,35
E1225,region_25,,m,32
E35038,region_13,Bachelor's,m,31
E38790,region_2,Bachelor's,m,39
E14646,region_1,Master's & above,f,31
E66796,region_30,Master's & above,m,35
E70137,region_15,Bachelor's,m,44
E9000,region_22,Bachelor's,f,42
E60035,region_13,Master's & above,f,31
E14752,region_28,Master's & above,f,33
E68755,region_22,Bachelor's,f,35
E46655,region_2,Bachelor's,m,28
E29219,region_13,Bachelor's,m,29
E44871,region_10,Master's & above,m,31
E26841,region_26,Bachelor's,m,27
E13117,region_2,Master's & above,m,38
E38255,region_16,Bachelor's,m,26
E48634,region_26,Bachelor's,m,24
E8826,region_2,Bachelor's,m,37
E1811,region_25,Master's & above,m,38
E47362,region_2,Bachelor's,f,32
E8754,region_22,Master's & above,f,40
E40859,region_23,,m,41
E14622,region_2,Master's & above,m,47
E5145,region_2,Master's & above,f,33
E6880,region_2,Master's & above,m,39
E33286,region_27,Bachelor's,m,34
E28391,region_2,Master's & above,m,36
E44339,region_1,Master's & above,m,35
E19080,region_9,Bachelor's,m,28
E27724,region_22,Bachelor's,m,29
E3125,region_2,Below Secondary,m,22
E17374,region_2,Master's & above,m,39
E6306,region_22,Master's & above,f,33
E65166,region_7,Master's & above,f,45
E55570,region_16,,m,25
E2344,region_22,Master's & above,f,32
E19640,region_22,Bachelor's,f,30
E7165,region_32,Bachelor's,m,32
E37694,region_6,Bachelor's,f,37
E19184,region_30,Bachelor's,m,35
E2515,region_6,Bachelor's,m,30
E55718,region_22,Bachelor's,m,35
E9187,region_2,Bachelor's,m,32
E69273,region_28,,m,31
E47519,region_22,Bachelor's,f,30
E44844,region_7,Master's & above,f,51
E64807,region_15,,m,27
E14009,region_13,Bachelor's,m,34
E25572,region_2,Bachelor's,m,34
E30933,region_26,Bachelor's,m,38
E31909,region_7,Below Secondary,m,26
E50721,region_15,Bachelor's,m,38
E44343,region_22,Master's & above,m,35
E54919,region_22,Bachelor's,f,36
E9265,region_23,Master's & above,m,34
E67705,region_2,Bachelor's,f,43
E28475,region_30,Bachelor's,m,39
E5060,region_24,Master's & above,m,39
E68663,region_19,Bachelor's,m,34
E40577,region_27,,m,29
E57885,region_7,Bachelor's,f,30
E61512,region_26,Bachelor's,m,50
E25092,region_2,Bachelor's,f,36
E50528,region_22,Bachelor's,m,29
E26396,region_4,Bachelor's,f,35
E31944,region_23,Bachelor's,m,33
E76583,region_27,Bachelor's,m,37
E47085,region_23,Bachelor's,m,37
E54425,region_2,Bachelor's,m,26
E13692,region_31,Master's & above,f,39
E6548,region_22,,m,27
E56318,region_2,Master's & above,f,44
E67185,region_2,Bachelor's,m,27
E1452,region_23,Bachelor's,f,35
E75880,region_22,Bachelor's,m,29
E69631,region_20,Bachelor's,m,38
E54137,region_2,Bachelor's,m,56
E16596,region_15,Bachelor's,m,35
E37544,region_22,Master's & above,m,31
E51929,region_11,Master's & above,m,33
E56142,region_10,Master's & above,m,32
E75282,region_30,Bachelor's,m,27
E77583,region_7,Bachelor's,f,29
E4814,region_28,Master's & above,m,33
E18311,region_6,Bachelor's,m,26
E76209,region_15,Bachelor's,m,27
E59400,region_2,Bachelor's,f,26
E3851,region_2,Master's & above,f,45
E24381,region_7,Bachelor's,f,32
E57437,region_15,Bachelor's,f,32
E70961,region_7,,m,33
E37331,region_27,Bachelor's,m,27
E53272,region_2,Bachelor's,f,32
E47782,region_26,Bachelor's,f,28
E40436,region_16,,f,41
E55506,region_16,Bachelor's,m,30
E32861,region_13,Master's & above,m,41
E40470,region_22,Master's & above,m,37
E3381,region_11,Bachelor's,f,30
E5396,region_2,Bachelor's,f,43
E46801,region_2,,f,25
E1458,region_19,Bachelor's,m,41
E21408,region_13,Master's & above,m,37
E23750,region_28,Bachelor's,m,39
E66448,region_13,Bachelor's,m,33
E55974,region_19,Master's & above,f,42
E42598,region_16,Master's & above,f,39
E69272,region_2,Master's & above,f,42
E46004,region_22,Bachelor's,m,43
E35070,region_22,Below Secondary,m,24
E8631,region_20,Bachelor's,m,26
E19340,region_2,Master's & above,f,60
E2641,region_7,Master's & above,f,46
E53116,region_26,Bachelor's,m,37
E21135,region_16,Bachelor's,m,26
E53456,region_17,Bachelor's,m,32
E45892,region_2,Master's & above,f,35
E35745,region_16,Master's & above,f,39
E70996,region_22,Master's & above,m,31
E57492,region_21,,m,30
E64798,region_22,Bachelor's,m,30
E23134,region_31,Master's & above,m,41
E76318,region_2,Bachelor's,m,25
E56559,region_27,Master's & above,m,41
E17028,region_11,Bachelor's,m,51
E35397,region_2,Bachelor's,m,23
E34686,region_2,Bachelor's,m,39
E16473,region_6,Bachelor's,m,27
E47803,region_2,Bachelor's,f,33
E27942,region_2,Below Secondary,m,24
E39991,region_15,Bachelor's,m,45
E41833,region_2,Bachelor's,m,26
E14708,region_25,Bachelor's,m,33
E60611,region_26,Bachelor's,m,41
E24408,region_25,Master's & above,m,34
E54718,region_7,Bachelor's,f,32
E78153,region_31,Master's & above,m,32
E1251,region_7,Bachelor's,m,44
E10084,region_20,Bachelor's,m,33
E47932,region_26,Bachelor's,m,48
E25880,region_22,Bachelor's,f,26
E33836,region_19,Bachelor's,f,28
E74217,region_16,Bachelor's,m,32
E6311,region_13,Master's & above,m,39
E5442,region_7,Bachelor's,f,46
E37884,region_7,Bachelor's,f,37
E69835,region_2,Bachelor's,m,40
E32323,region_12,Bachelor's,f,26
E11488,region_7,Master's & above,m,42
E67065,region_26,Master's & above,m,32
E9459,region_2,,m,29
E29287,region_5,Master's & above,f,40
E38358,region_23,Master's & above,m,45
E31011,region_2,Master's & above,f,41
E19447,region_29,Bachelor's,f,26
E33252,region_27,Bachelor's,m,30
E54524,region_22,Bachelor's,m,45
E14638,region_25,Bachelor's,f,29
E927,region_22,Bachelor's,f,29
E321,region_28,Master's & above,m,36
E6778,region_2,Master's & above,f,53
E17960,region_5,Master's & above,m,43
E71616,region_25,Bachelor's,m,30
E59897,region_4,Master's & above,f,39
E55569,region_15,Bachelor's,f,43
E53681,region_27,Bachelor's,m,36
E70171,region_13,Master's & above,m,31
E1450,region_22,Bachelor's,f,27
E67410,region_7,Bachelor's,m,44
E12677,region_22,Bachelor's,f,28
E44478,region_13,Master's & above,m,33
E34274,region_6,Bachelor's,f,31
E70094,region_32,Bachelor's,m,27
E33594,region_7,Master's & above,m,35
E21845,region_2,Bachelor's,f,33
E74601,region_2,Bachelor's,m,36
E33311,region_2,Bachelor's,m,24
E2937,region_2,Bachelor's,m,27
E27122,region_1,Master's & above,m,35
E7971,region_12,Bachelor's,m,36
E15970,region_8,Bachelor's,f,28
E65458,region_30,Master's & above,m,35
E33922,region_11,Bachelor's,f,30
E16260,region_2,Bachelor's,m,39
E50267,region_28,Bachelor's,m,24
E67116,region_7,Bachelor's,f,36
E57642,region_9,Bachelor's,m,25
E57027,region_28,Bachelor's,f,29
E60071,region_2,,f,41
E68873,region_12,Bachelor's,f,27
E5138,region_8,Bachelor's,f,27
E71138,region_2,Master's & above,m,44
E13813,region_19,Bachelor's,m,34
E24144,region_22,Bachelor's,m,29
E53687,region_31,Master's & above,m,34
E17700,region_26,Bachelor's,m,26
E6095,region_2,Master's & above,f,56
E38608,region_2,Master's & above,m,53
E5256,region_2,Master's & above,m,42
E59781,region_31,Bachelor's,f,29
E61820,region_22,Master's & above,m,39
E45490,region_16,Bachelor's,f,31
E35461,region_28,Master's & above,m,31
E11023,region_28,Bachelor's,f,29
E31559,region_15,Bachelor's,m,27
E13115,region_2,Master's & above,m,56
E58359,region_2,Bachelor's,f,34
E54356,region_2,Bachelor's,f,59
E22574,region_2,Master's & above,m,40
E49481,region_2,Bachelor's,f,39
E25158,region_27,Bachelor's,m,33
E71279,region_7,Bachelor's,m,39
E10416,region_2,Master's & above,f,36
E51526,region_22,Bachelor's,M,27
E7991,region_2,Below Secondary,m,22
E52881,region_13,Bachelors,Female,37
E31401,region_27,Master's & above,Male,36
E62518,region_2,Bachelor's,m,33
E34699,region_8,Bachelor's,m,31
E57359,region_28,Bachelor's,m,31
E36126,region_22,Bachelor's,m,29
E19354,region_7,Bachelor's,f,38
E64584,region_2,Master's & above,m,47
E9245,region_33,Master's & above,m,45
E16548,region_7,Bachelor's,m,32
E10816,region_27,,m,26
E69897,region_22,Master's & above,m,34
E45176,region_8,Bachelor's,M,26
E29332,region_22,Bachelor's,f,23
E66140,region_2,Bachelor's,f,28
E17436,region_31,Bachelor's,m,34
E40644,region_15,Bachelor's,m,40
E57528,region_2,Master's & above,m,39
E60897,region_1,Bachelor's,m,25
E2969,region_2,Bachelor's,m,37
E5989,region_7,Bachelor's,m,31
E56030,region_22,Bachelor's,m,30
E76390,region_2,Bachelor's,m,33
E39002,region_22,Bachelor's,m,29
E60626,region_20,Bachelor's,m,41
E57467,region_14,Master's & above,m,38
E40272,region_27,Bachelor's,m,28
E68832,region_2,Bachelor's,m,30
E61054,region_11,Bachelor's,f,32
E44943,region_22,Below Secondary,f,25
E59655,region_27,Bachelor's,f,27
E36343,region_22,Bachelor's,m,29
E28938,region_22,Bachelor's,m,28
E64848,region_2,Bachelor's,m,46
E37046,region_17,Master's & above,f,33
E69205,region_28,Bachelor's,m,28
E16347,region_31,Master's & above,f,35
E25704,region_2,Master's & above,m,40
E19710,region_15,Bachelor's,m,34
E58993,region_22,Bachelor's,m,27
E1349,region_22,Bachelor's,f,28
E7005,region_32,Bachelor's,m,28
E57285,region_22,Bachelor's,m,29
E35682,region_22,Master's & above,m,37
E58784,region_13,Bachelor's,m,31
E60248,region_6,Bachelor's,f,28
E13081,region_2,Master's & above,m,32
E43616,region_1,Master's & above,m,43
E59296,region_31,Bachelor's,m,29
E13065,region_2,Bachelor's,m,50
E28406,region_2,Bachelor's,m,39
E32387,region_23,Bachelor's,f,35
E61337,region_22,Master's & above,m,43
E15295,region_16,Bachelor's,m,26
E75418,region_25,Bachelor's,m,32
E61248,region_15,Master's & above,m,38
E52740,region_4,Master's & above,m,36
E59141,region_2,Bachelor's,f,37
E50007,region_15,Master's & above,f,33
E28233,region_27,Bachelor's,m,28
E21393,region_26,Bachelor's,f,24
E6404,region_14,Master's & above,f,40
E119,region_21,Bachelor's,m,44
E74138,region_27,Bachelor's,m,27
E27142,region_21,Bachelor's,f,31
E56644,region_31,Bachelor's,m,40
E61719,region_27,Bachelor's,f,39
E45034,region_19,Bachelor's,m,43
E51833,region_5,Master's & above,m,38
E73196,region_20,Master's & above,m,39
E65279,region_13,Bachelor's,f,29
E58487,region_22,Bachelor's,f,40
E8322,region_28,Bachelor's,f,26
E75044,region_7,Master's & above,f,45
E67180,region_11,Bachelor's,m,35
E55681,region_27,Bachelor's,m,31
E71922,region_1,Master's & above,m,32
E55417,region_16,Bachelor's,m,30
E49055,region_8,Bachelor's,f,27
E11075,region_2,Bachelor's,m,51
E52613,region_7,Master's & above,m,37
E31413,region_16,Bachelor's,f,30
E38263,region_32,Bachelor's,m,32
E40537,region_5,Bachelor's,m,24
E63799,region_23,Bachelor's,m,33
E2468,region_2,Master's & above,m,51
E36191,region_2,Below Secondary,m,23
E77639,region_8,Master's & above,f,38
E61720,region_7,Master's & above,m,43
E3146,region_1,Bachelor's,m,34
E21037,region_22,Below Secondary,f,21
E49280,region_34,Bachelor's,m,29
E37123,region_7,Master's & above,m,33
E62637,region_11,Bachelor's,m,33
E16354,region_22,Bachelor's,m,26
E933,region_2,Bachelor's,m,33
E57406,region_5,Bachelor's,m,35
E64828,region_22,Bachelor's,f,31
E64566,region_11,Master's & above,f,36
E3033,region_7,Bachelor's,m,31
E72485,region_2,Master's & above,m,39
E36939,region_22,Bachelor's,m,41
E66998,region_4,Bachelor's,f,32
E74656,region_2,Master's & above,f,41
E30226,region_7,Bachelor's,m,57
E64978,region_4,Master's & above,m,33
E13972,region_12,Bachelor's,m,29
E59150,region_24,Master's & above,m,32
E16999,region_15,,m,26
E1081,region_2,Bachelor's,f,50
E63573,region_22,Bachelor's,m,28
E13609,region_2,Bachelor's,m,49
E63447,region_2,Master's & above,m,38
E14195,region_22,,m,27
E62582,region_11,Bachelor's,m,26
E64924,region_9,Bachelor's,m,30
E34279,region_2,Bachelor's,m,42
E29648,region_22,Bachelor's,m,33
E48956,region_7,Master's & above,f,32
E7430,region_13,Master's & above,m,45
E30924,region_25,Bachelor's,m,30
E11143,region_31,Bachelor's,f,30
E55764,region_29,Bachelor's,m,28
E15469,region_8,Master's & above,m,41
E7662,region_2,Bachelor's,f,40
E31275,region_27,Bachelor's,m,32
E8714,region_27,Master's & above,m,43
E21012,region_20,Bachelor's,m,29
E47684,region_22,Bachelor's,m,32
E63046,region_23,Master's & above,f,34
E57635,region_9,,m,26
E37208,region_26,Bachelor's,m,31
E65689,region_2,Bachelor's,m,57
E5731,region_28,Master's & above,m,39
E644,region_26,Bachelor's,f,49
E15392,region_15,Master's & above,m,30
E37664,region_22,Bachelor's,f,38
E72457,region_16,Bachelor's,f,29
E42922,region_6,Bachelor's,f,27
E68186,region_22,Master's & above,m,32
E68020,region_19,Bachelor's,m,30
E9036,region_5,Master's & above,m,36
E65530,region_2,,f,24
E64068,region_23,,m,29
E19167,region_23,Bachelor's,m,37
E20709,region_7,Master's & above,m,33
E4307,region_7,Master's & above,m,33
E20653,region_15,Bachelor's,m,32
E20775,region_7,Master's & above,f,42
E48250,region_2,Master's & above,f,49
E670,region_26,Bachelor's,m,25
E62062,region_29,Bachelor's,m,33
E75230,region_8,Bachelor's,m,29
E6856,region_2,Bachelor's,m,36
E18427,region_22,Bachelor's,m,32
E66230,region_31,Bachelor's,f,39
E3177,region_22,Master's & above,m,57
E32946,region_22,Bachelor's,m,32
E30278,region_22,Master's & above,m,53
E19040,region_2,Bachelor's,f,40
E3170,region_31,Bachelor's,f,25
E16117,region_29,Bachelor's,m,32
E63589,region_24,Master's & above,m,31
E47844,region_2,Bachelor's,m,56
E67729,region_22,,m,27
E19193,region_26,Bachelor's,m,34
E6123,region_1,Bachelor's,m,35
E71867,region_27,Bachelor's,m,39
E32099,region_26,Bachelor's,M,37
E62535,region_7,Master's & above,m,43
E12676,region_20,Bachelor's,m,34
E13695,region_1,Bachelor's,m,29
E58630,region_2,Bachelor's,f,34
E58738,region_7,Bachelor's,m,38
E22254,region_30,Bachelor's,m,36
E10190,region_30,Bachelor's,m,30
E57192,region_2,Bachelor's,m,43
E54419,region_13,Master's & above,m,31
E16709,region_22,Bachelor's,f,30
E29248,region_28,Bachelor's,m,26
E21276,region_22,Bachelor's,m,31
E19779,region_7,Master's & above,f,37
E66293,region_27,Master's & above,m,31
E3199,region_9,Bachelor's,m,29
E45960,region_22,Bachelor's,f,27
E31860,region_2,Bachelor's,f,40
E14828,region_11,Bachelor's,m,31
E4981,region_16,,m,27
E13859,region_2,Bachelor's,f,52
E44761,region_34,Bachelor's,m,28
E2090,region_15,Bachelor's,f,33
E26627,region_2,Bachelor's,f,52
E7675,region_1,Master's & above,m,34
E77468,region_2,Bachelor's,m,42
E18680,region_22,Bachelor's,m,29
E42540,region_22,Bachelor's,f,50
E15421,region_26,Bachelor's,f,35
E21753,region_26,Bachelor's,m,34
E34029,region_17,Master's & above,m,38
E16983,region_26,Bachelor's,m,34
E65202,region_23,Master's & above,m,36
E18008,region_32,Bachelor's,f,30
E61833,region_19,Bachelor's,m,29
E13752,region_32,Master's & above,m,36
E48993,region_2,,m,36
E172,region_2,Bachelor's,f,34
E12151,region_8,Master's & above,m,30
E66755,region_11,Bachelor's,m,32
E34789,region_22,Bachelor's,f,32
E22248,region_7,Bachelor's,f,27
E51569,region_2,Master's & above,m,43
E69337,region_13,Master's & above,m,49
E69945,region_7,Bachelor's,m,24
E12855,region_31,Bachelor's,m,33
E23704,region_13,Bachelor's,m,39
E54776,region_31,Bachelor's,m,48
E17363,region_30,Bachelor's,f,27
