,energy_demand,Datetime
4730,42.3,2019-02-28 05:45:00 
4731,55.6,2019-02-28 06:00:00 
4732,15.0,2019-02-28 06:15:00 
4733,30.6,2019-02-28 06:30:00 
4734,45.1,2019-02-28 06:45:00 
4735,59.5,2019-02-28 07:00:00 
4736,13.7,2019-02-28 07:15:00 
4737,25.5,2019-02-28 07:30:00 
4738,33.8,2019-02-28 07:45:00 
4739,45.3,2019-02-28 08:00:00 
4740,8.2,2019-02-28 08:15:00 
4741,16.0,2019-02-28 08:30:00 
4742,26.4,2019-02-28 08:45:00 
4743,33.6,2019-02-28 09:00:00 
4744,7.5,2019-02-28 09:15:00 
4745,15.3,2019-02-28 09:30:00 
4746,22.3,2019-02-28 09:45:00 
4747,29.7,2019-02-28 10:00:00 
4748,7.0,2019-02-28 10:15:00 
4749,13.3,2019-02-28 10:30:00 
4750,21.9,2019-02-28 10:45:00 
4751,28.2,2019-02-28 11:00:00 
4752,6.6,2019-02-28 11:15:00 
4753,14.3,2019-02-28 11:30:00 
4754,20.7,2019-02-28 11:45:00 
4755,26.9,2019-02-28 12:00:00 
4756,7.7,2019-02-28 12:15:00 
4757,13.8,2019-02-28 12:30:00 
4758,19.3,2019-02-28 12:45:00 
4759,27.4,2019-02-28 13:00:00 
4760,7.6,2019-02-28 13:15:00 
4761,13.2,2019-02-28 13:30:00 
4762,20.0,2019-02-28 13:45:00 
4763,27.8,2019-02-28 14:00:00 
4764,5.3,2019-02-28 14:15:00 
4765,11.3,2019-02-28 14:30:00 
4766,18.1,2019-02-28 14:45:00 
4767,23.7,2019-02-28 15:00:00 
4768,7.3,2019-02-28 15:15:00 
4769,14.7,2019-02-28 15:30:00 
4770,19.2,2019-02-28 15:45:00 
4771,26.0,2019-02-28 16:00:00 
4772,7.1,2019-02-28 16:15:00 
4773,11.5,2019-02-28 16:30:00 
4774,18.5,2019-02-28 16:45:00 
4775,24.5,2019-02-28 17:00:00 
4776,6.2,2019-02-28 17:15:00 
4777,15.2,2019-02-28 17:30:00 
4778,24.2,2019-02-28 17:45:00 
4779,31.3,2019-02-28 18:00:00 
4780,7.9,2019-02-28 18:15:00 
4781,18.4,2019-02-28 18:30:00 
4782,25.4,2019-02-28 18:45:00 
4783,32.8,2019-02-28 19:00:00 
4784,9.3,2019-02-28 19:15:00 
4785,17.2,2019-02-28 19:30:00 
4786,23.7,2019-02-28 19:45:00 
4787,33.2,2019-02-28 20:00:00 
4788,8.2,2019-02-28 20:15:00 
4789,14.6,2019-02-28 20:30:00 
4790,23.3,2019-02-28 20:45:00 
4791,31.8,2019-02-28 21:00:00 
4792,6.6,2019-02-28 21:15:00 
4793,18.3,2019-02-28 21:30:00 
4794,26.8,2019-02-28 21:45:00 
4795,35.5,2019-02-28 22:00:00 
4796,11.1,2019-02-28 22:15:00 
4797,21.0,2019-02-28 22:30:00 
4798,28.7,2019-02-28 22:45:00 
4799,40.1,2019-02-28 23:00:00 
4800,7.5,2019-02-28 23:15:00 
4801,21.4,2019-02-28 23:30:00 
4802,30.3,2019-02-28 23:45:00 
4803,41.8,2019-03-01 00:00:00 
4804,14.1,2019-03-01 00:15:00 
4805,25.3,2019-03-01 00:30:00 
4806,34.8,2019-03-01 00:45:00 
4807,49.2,2019-03-01 01:00:00 
4808,13.3,2019-03-01 01:15:00 
4809,24.4,2019-03-01 01:30:00 
4810,36.3,2019-03-01 01:45:00 
4811,50.2,2019-03-01 02:00:00 
4812,14.4,2019-03-01 02:15:00 
4813,28.3,2019-03-01 02:30:00 
4814,39.5,2019-03-01 02:45:00 
4815,54.9,2019-03-01 03:00:00 
4816,16.3,2019-03-01 03:15:00 
4817,31.3,2019-03-01 03:30:00 
4818,46.8,2019-03-01 03:45:00 
4819,62.8,2019-03-01 04:00:00 
4820,15.8,2019-03-01 04:15:00 
4821,31.3,2019-03-01 04:30:00 
4822,47.1,2019-03-01 04:45:00 
4823,62.1,2019-03-01 05:00:00 
4824,15.4,2019-03-01 05:15:00 
4825,31.2,2019-03-01 05:30:00 
4826,45.4,2019-03-01 05:45:00 
4827,60.0,2019-03-01 06:00:00 
4828,15.0,2019-03-01 06:15:00 
4829,29.0,2019-03-01 06:30:00 
4830,43.1,2019-03-01 06:45:00 
4831,57.1,2019-03-01 07:00:00 
4832,13.5,2019-03-01 07:15:00 
4833,23.2,2019-03-01 07:30:00 
4834,30.5,2019-03-01 07:45:00 
4835,41.8,2019-03-01 08:00:00 
4836,6.2,2019-03-01 08:15:00 
4837,14.3,2019-03-01 08:30:00 
4838,24.3,2019-03-01 08:45:00 
4839,31.2,2019-03-01 09:00:00 
4840,7.2,2019-03-01 09:15:00 
4841,14.7,2019-03-01 09:30:00 
4842,23.7,2019-03-01 09:45:00 
4843,31.7,2019-03-01 10:00:00 
4844,4.7,2019-03-01 10:15:00 
4845,13.2,2019-03-01 10:30:00 
4846,21.0,2019-03-01 10:45:00 
4847,25.5,2019-03-01 11:00:00 
4848,8.1,2019-03-01 11:15:00 
4849,15.8,2019-03-01 11:30:00 
4850,20.3,2019-03-01 11:45:00 
4851,28.0,2019-03-01 12:00:00 
4852,8.0,2019-03-01 12:15:00 
4853,13.4,2019-03-01 12:30:00 
4854,20.8,2019-03-01 12:45:00 
4855,29.3,2019-03-01 13:00:00 
4856,6.3,2019-03-01 13:15:00 
4857,9.6,2019-03-01 13:30:00 
4858,13.0,2019-03-01 13:45:00 
4859,16.0,2019-03-01 14:00:00 
4860,3.4,2019-03-01 14:15:00 
4861,6.8,2019-03-01 14:30:00 
4862,11.6,2019-03-01 14:45:00 
4863,14.6,2019-03-01 15:00:00 
4864,3.8,2019-03-01 15:15:00 
4865,6.8,2019-03-01 15:30:00 
4866,9.8,2019-03-01 15:45:00 
4867,15.2,2019-03-01 16:00:00 
4868,3.0,2019-03-01 16:15:00 
4869,5.8,2019-03-01 16:30:00 
4870,9.6,2019-03-01 16:45:00 
4871,12.9,2019-03-01 17:00:00 
4872,4.4,2019-03-01 17:15:00 
4873,8.0,2019-03-01 17:30:00 
4874,11.2,2019-03-01 17:45:00 
4875,14.1,2019-03-01 18:00:00 
4876,4.3,2019-03-01 18:15:00 
4877,8.4,2019-03-01 18:30:00 
4878,11.2,2019-03-01 18:45:00 
4879,14.1,2019-03-01 19:00:00 
4880,3.7,2019-03-01 19:15:00 
4881,7.6,2019-03-01 19:30:00 
4882,10.9,2019-03-01 19:45:00 
4883,13.9,2019-03-01 20:00:00 
4884,2.7,2019-03-01 20:15:00 
4885,5.2,2019-03-01 20:30:00 
4886,7.9,2019-03-01 20:45:00 
4887,10.7,2019-03-01 21:00:00 
4888,2.4,2019-03-01 21:15:00 
4889,5.1,2019-03-01 21:30:00 
4890,8.2,2019-03-01 21:45:00 
4891,10.6,2019-03-01 22:00:00 
4892,2.7,2019-03-01 22:15:00 
4893,5.8,2019-03-01 22:30:00 
4894,8.3,2019-03-01 22:45:00 
4895,10.8,2019-03-01 23:00:00 
4896,3.0,2019-03-01 23:15:00 
4897,5.7,2019-03-01 23:30:00 
4898,8.0,2019-03-01 23:45:00 
4899,11.1,2019-03-02 00:00:00 
4900,2.8,2019-03-02 00:15:00 
4901,5.1,2019-03-02 00:30:00 
4902,7.6,2019-03-02 00:45:00 
4903,10.6,2019-03-02 01:00:00 
4904,2.0,2019-03-02 01:15:00 
4905,4.3,2019-03-02 01:30:00 
4906,7.2,2019-03-02 01:45:00 
4907,9.6,2019-03-02 02:00:00 
4908,1.9,2019-03-02 02:15:00 
4909,4.1,2019-03-02 02:30:00 
4910,6.7,2019-03-02 02:45:00 
4911,8.8,2019-03-02 03:00:00 
4912,2.0,2019-03-02 03:15:00 
4913,4.7,2019-03-02 03:30:00 
4914,6.8,2019-03-02 03:45:00 
4915,8.8,2019-03-02 04:00:00 
4916,2.1,2019-03-02 04:15:00 
4917,5.0,2019-03-02 04:30:00 
4918,7.0,2019-03-02 04:45:00 
4919,8.9,2019-03-02 05:00:00 
4920,2.5,2019-03-02 05:15:00 
4921,5.0,2019-03-02 05:30:00 
4922,7.1,2019-03-02 05:45:00 
4923,9.0,2019-03-02 06:00:00 
4924,2.6,2019-03-02 06:15:00 
4925,4.9,2019-03-02 06:30:00 
4926,7.0,2019-03-02 06:45:00 
4927,9.0,2019-03-02 07:00:00 
4928,2.8,2019-03-02 07:15:00 
4929,4.9,2019-03-02 07:30:00 
4930,6.8,2019-03-02 07:45:00 
4931,9.0,2019-03-02 08:00:00 
4932,2.8,2019-03-02 08:15:00 
4933,4.9,2019-03-02 08:30:00 
4934,6.9,2019-03-02 08:45:00 
4935,9.5,2019-03-02 09:00:00 
4936,2.4,2019-03-02 09:15:00 
4937,4.5,2019-03-02 09:30:00 
4938,6.8,2019-03-02 09:45:00 
4939,10.1,2019-03-02 10:00:00 
4940,2.0,2019-03-02 10:15:00 
4941,4.2,2019-03-02 10:30:00 
4942,6.8,2019-03-02 10:45:00 
4943,9.3,2019-03-02 11:00:00 
4944,2.1,2019-03-02 11:15:00 
4945,4.1,2019-03-02 11:30:00 
4946,7.0,2019-03-02 11:45:00 
4947,9.1,2019-03-02 12:00:00 
4948,2.0,2019-03-02 12:15:00 
4949,4.7,2019-03-02 12:30:00 
4950,7.1,2019-03-02 12:45:00 
4951,9.2,2019-03-02 13:00:00 
4952,NaN,2019-03-02 13:15:00 
4953,NaN,2019-03-02 13:30:00 
4954,NaN,2019-03-02 13:45:00 
4955,NaN,2019-03-02 14:00:00 
4956,NaN,2019-03-02 14:15:00 
4957,NaN,2019-03-02 14:30:00 
4958,NaN,2019-03-02 14:45:00 
4959,NaN,2019-03-02 15:00:00 
4960,NaN,2019-03-02 15:15:00 
4961,NaN,2019-03-02 15:30:00 
4962,NaN,2019-03-02 15:45:00 
4963,NaN,2019-03-02 16:00:00 
4964,NaN,2019-03-02 16:15:00 
4965,NaN,2019-03-02 16:30:00 
4966,NaN,2019-03-02 16:45:00 
4967,NaN,2019-03-02 17:00:00 
4968,NaN,2019-03-02 17:15:00 
4969,NaN,2019-03-02 17:30:00 
4970,NaN,2019-03-02 17:45:00 
4971,NaN,2019-03-02 18:00:00 
4972,6.1,2019-03-02 18:15:00 
4973,3.9,2019-03-02 18:30:00 
4974,7.7,2019-03-02 18:45:00 
4975,10.8,2019-03-02 19:00:00 
4976,2.5,2019-03-02 19:15:00 
4977,5.8,2019-03-02 19:30:00 
4978,8.9,2019-03-02 19:45:00 
4979,11.4,2019-03-02 20:00:00 
4980,2.9,2019-03-02 20:15:00 
4981,5.8,2019-03-02 20:30:00 
4982,8.3,2019-03-02 20:45:00 
4983,10.8,2019-03-02 21:00:00 
4984,3.3,2019-03-02 21:15:00 
4985,5.9,2019-03-02 21:30:00 
4986,8.6,2019-03-02 21:45:00 
4987,12.0,2019-03-02 22:00:00 
4988,2.8,2019-03-02 22:15:00 
4989,5.4,2019-03-02 22:30:00 
4990,8.2,2019-03-02 22:45:00 
4991,10.8,2019-03-02 23:00:00 
4992,2.0,2019-03-02 23:15:00 
4993,4.0,2019-03-02 23:30:00 
4994,7.0,2019-03-02 23:45:00 
4995,9.1,2019-03-03 00:00:00 
4996,2.0,2019-03-03 00:15:00 
4997,4.4,2019-03-03 00:30:00 
4998,7.0,2019-03-03 00:45:00 
4999,9.0,2019-03-03 01:00:00 
5000,2.2,2019-03-03 01:15:00 
5001,5.1,2019-03-03 01:30:00 
5002,7.1,2019-03-03 01:45:00 
5003,9.2,2019-03-03 02:00:00 
5004,2.3,2019-03-03 02:15:00 
5005,5.1,2019-03-03 02:30:00 
5006,7.1,2019-03-03 02:45:00 
5007,9.0,2019-03-03 03:00:00 
5008,2.7,2019-03-03 03:15:00 
5009,5.1,2019-03-03 03:30:00 
5010,7.1,2019-03-03 03:45:00 
5011,9.1,2019-03-03 04:00:00 
5012,3.0,2019-03-03 04:15:00 
5013,5.2,2019-03-03 04:30:00 
5014,7.2,2019-03-03 04:45:00 
5015,9.4,2019-03-03 05:00:00 
5016,2.7,2019-03-03 05:15:00 
5017,4.6,2019-03-03 05:30:00 
5018,6.7,2019-03-03 05:45:00 
5019,9.3,2019-03-03 06:00:00 
5020,2.3,2019-03-03 06:15:00 
5021,4.5,2019-03-03 06:30:00 
5022,6.6,2019-03-03 06:45:00 
5023,9.5,2019-03-03 07:00:00 
5024,2.1,2019-03-03 07:15:00 
5025,3.9,2019-03-03 07:30:00 
5026,6.3,2019-03-03 07:45:00 
5027,9.1,2019-03-03 08:00:00 
5028,2.0,2019-03-03 08:15:00 
5029,4.0,2019-03-03 08:30:00 
5030,6.6,2019-03-03 08:45:00 
5031,8.9,2019-03-03 09:00:00 
5032,2.3,2019-03-03 09:15:00 
5033,4.9,2019-03-03 09:30:00 
5034,8.6,2019-03-03 09:45:00 
5035,11.2,2019-03-03 10:00:00 
5036,2.5,2019-03-03 10:15:00 
5037,5.6,2019-03-03 10:30:00 
5038,8.5,2019-03-03 10:45:00 
5039,11.0,2019-03-03 11:00:00 
5040,2.6,2019-03-03 11:15:00 
5041,6.0,2019-03-03 11:30:00 
5042,8.5,2019-03-03 11:45:00 
5043,11.1,2019-03-03 12:00:00 
5044,3.1,2019-03-03 12:15:00 
5045,5.9,2019-03-03 12:30:00 
5046,8.4,2019-03-03 12:45:00 
5047,11.0,2019-03-03 13:00:00 
5048,3.4,2019-03-03 13:15:00 
5049,5.8,2019-03-03 13:30:00 
5050,8.4,2019-03-03 13:45:00 
5051,11.5,2019-03-03 14:00:00 
5052,2.6,2019-03-03 14:15:00 
5053,5.2,2019-03-03 14:30:00 
5054,8.1,2019-03-03 14:45:00 
5055,11.2,2019-03-03 15:00:00 
5056,2.4,2019-03-03 15:15:00 
5057,4.8,2019-03-03 15:30:00 
5058,8.2,2019-03-03 15:45:00 
5059,10.7,2019-03-03 16:00:00 
5060,2.4,2019-03-03 16:15:00 
5061,5.5,2019-03-03 16:30:00 
5062,8.3,2019-03-03 16:45:00 
5063,10.8,2019-03-03 17:00:00 
5064,2.8,2019-03-03 17:15:00 
5065,10.9,2019-03-03 17:30:00 
5066,18.2,2019-03-03 17:45:00 
5067,24.8,2019-03-03 18:00:00 
5068,5.4,2019-03-03 18:15:00 
5069,13.9,2019-03-03 18:30:00 
5070,20.2,2019-03-03 18:45:00 
5071,27.1,2019-03-03 19:00:00 
5072,7.8,2019-03-03 19:15:00 
5073,16.2,2019-03-03 19:30:00 
5074,24.4,2019-03-03 19:45:00 
5075,33.0,2019-03-03 20:00:00 
5076,5.9,2019-03-03 20:15:00 
5077,13.4,2019-03-03 20:30:00 
5078,21.3,2019-03-03 20:45:00 
5079,27.3,2019-03-03 21:00:00 
5080,7.4,2019-03-03 21:15:00 
5081,15.9,2019-03-03 21:30:00 
5082,22.9,2019-03-03 21:45:00 
5083,31.7,2019-03-03 22:00:00 
5084,9.9,2019-03-03 22:15:00 
5085,19.3,2019-03-03 22:30:00 
5086,28.5,2019-03-03 22:45:00 
5087,37.9,2019-03-03 23:00:00 
5088,7.6,2019-03-03 23:15:00 
5089,18.5,2019-03-03 23:30:00 
5090,26.8,2019-03-03 23:45:00 
5091,37.3,2019-03-04 00:00:00 
5092,11.9,2019-03-04 00:15:00 
5093,21.0,2019-03-04 00:30:00 
5094,32.8,2019-03-04 00:45:00 
5095,44.1,2019-03-04 01:00:00 
5096,11.1,2019-03-04 01:15:00 
5097,25.6,2019-03-04 01:30:00 
5098,34.5,2019-03-04 01:45:00 
5099,47.8,2019-03-04 02:00:00 
5100,14.7,2019-03-04 02:15:00 
5101,23.9,2019-03-04 02:30:00 
5102,39.5,2019-03-04 02:45:00 
5103,50.3,2019-03-04 03:00:00 
5104,15.3,2019-03-04 03:15:00 
5105,29.3,2019-03-04 03:30:00 
5106,44.9,2019-03-04 03:45:00 
5107,60.3,2019-03-04 04:00:00 
5108,14.9,2019-03-04 04:15:00 
5109,29.2,2019-03-04 04:30:00 
5110,41.9,2019-03-04 04:45:00 
5111,51.6,2019-03-04 05:00:00 
5112,14.8,2019-03-04 05:15:00 
5113,26.1,2019-03-04 05:30:00 
5114,37.7,2019-03-04 05:45:00 
5115,49.4,2019-03-04 06:00:00 
5116,9.3,2019-03-04 06:15:00 
5117,23.1,2019-03-04 06:30:00 
5118,32.2,2019-03-04 06:45:00 
5119,44.3,2019-03-04 07:00:00 
5120,8.3,2019-03-04 07:15:00 
5121,16.2,2019-03-04 07:30:00 
5122,25.7,2019-03-04 07:45:00 
5123,32.2,2019-03-04 08:00:00 
5124,5.8,2019-03-04 08:15:00 
5125,9.5,2019-03-04 08:30:00 
5126,14.1,2019-03-04 08:45:00 
5127,16.9,2019-03-04 09:00:00 
5128,3.3,2019-03-04 09:15:00 
5129,6.9,2019-03-04 09:30:00 
5130,10.3,2019-03-04 09:45:00 
5131,14.5,2019-03-04 10:00:00 
5132,4.0,2019-03-04 10:15:00 
5133,6.5,2019-03-04 10:30:00 
5134,9.1,2019-03-04 10:45:00 
5135,12.3,2019-03-04 11:00:00 
5136,2.8,2019-03-04 11:15:00 
5137,5.3,2019-03-04 11:30:00 
5138,8.5,2019-03-04 11:45:00 
5139,11.9,2019-03-04 12:00:00 
5140,2.7,2019-03-04 12:15:00 
5141,5.3,2019-03-04 12:30:00 
5142,8.8,2019-03-04 12:45:00 
5143,11.2,2019-03-04 13:00:00 
5144,2.6,2019-03-04 13:15:00 
5145,5.9,2019-03-04 13:30:00 
5146,8.5,2019-03-04 13:45:00 
5147,11.0,2019-03-04 14:00:00 
5148,3.3,2019-03-04 14:15:00 
5149,6.0,2019-03-04 14:30:00 
5150,8.7,2019-03-04 14:45:00 
5151,11.5,2019-03-04 15:00:00 
5152,3.1,2019-03-04 15:15:00 
5153,5.5,2019-03-04 15:30:00 
5154,8.3,2019-03-04 15:45:00 
5155,11.5,2019-03-04 16:00:00 
5156,2.5,2019-03-04 16:15:00 
5157,4.9,2019-03-04 16:30:00 
5158,8.3,2019-03-04 16:45:00 
5159,10.9,2019-03-04 17:00:00 
5160,2.9,2019-03-04 17:15:00 
5161,7.1,2019-03-04 17:30:00 
5162,11.3,2019-03-04 17:45:00 
5163,17.4,2019-03-04 18:00:00 
5164,7.1,2019-03-04 18:15:00 
5165,13.0,2019-03-04 18:30:00 
5166,18.1,2019-03-04 18:45:00 
5167,24.7,2019-03-04 19:00:00 
5168,6.9,2019-03-04 19:15:00 
5169,14.5,2019-03-04 19:30:00 
5170,20.8,2019-03-04 19:45:00 
5171,30.0,2019-03-04 20:00:00 
5172,6.6,2019-03-04 20:15:00 
5173,12.3,2019-03-04 20:30:00 
5174,19.8,2019-03-04 20:45:00 
5175,26.8,2019-03-04 21:00:00 
5176,9.8,2019-03-04 21:15:00 
5177,19.1,2019-03-04 21:30:00 
5178,28.2,2019-03-04 21:45:00 
5179,37.3,2019-03-04 22:00:00 
5180,9.0,2019-03-04 22:15:00 
5181,18.0,2019-03-04 22:30:00 
5182,27.9,2019-03-04 22:45:00 
5183,36.6,2019-03-04 23:00:00 
5184,7.9,2019-03-04 23:15:00 
5185,17.9,2019-03-04 23:30:00 
5186,27.3,2019-03-04 23:45:00 
5187,36.8,2019-03-05 00:00:00 
5188,9.9,2019-03-05 00:15:00 
5189,20.3,2019-03-05 00:30:00 
5190,30.6,2019-03-05 00:45:00 
5191,41.4,2019-03-05 01:00:00 
5192,11.2,2019-03-05 01:15:00 
5193,20.2,2019-03-05 01:30:00 
5194,30.7,2019-03-05 01:45:00 
5195,39.4,2019-03-05 02:00:00 
5196,11.2,2019-03-05 02:15:00 
5197,21.7,2019-03-05 02:30:00 
5198,34.1,2019-03-05 02:45:00 
5199,42.6,2019-03-05 03:00:00 
5200,13.3,2019-03-05 03:15:00 
5201,25.8,2019-03-05 03:30:00 
5202,35.2,2019-03-05 03:45:00 
5203,47.3,2019-03-05 04:00:00 
5204,10.3,2019-03-05 04:15:00 
5205,21.2,2019-03-05 04:30:00 
5206,32.2,2019-03-05 04:45:00 
5207,43.1,2019-03-05 05:00:00 
5208,7.8,2019-03-05 05:15:00 
5209,18.0,2019-03-05 05:30:00 
5210,29.8,2019-03-05 05:45:00 
5211,37.6,2019-03-05 06:00:00 
5212,11.7,2019-03-05 06:15:00 
5213,19.2,2019-03-05 06:30:00 
5214,30.6,2019-03-05 06:45:00 
5215,39.1,2019-03-05 07:00:00 
5216,5.9,2019-03-05 07:15:00 
5217,13.8,2019-03-05 07:30:00 
5218,20.8,2019-03-05 07:45:00 
5219,26.4,2019-03-05 08:00:00 
5220,6.9,2019-03-05 08:15:00 
5221,10.1,2019-03-05 08:30:00 
5222,13.3,2019-03-05 08:45:00 
5223,17.2,2019-03-05 09:00:00 
5224,2.6,2019-03-05 09:15:00 
5225,5.1,2019-03-05 09:30:00 
5226,8.5,2019-03-05 09:45:00 
5227,11.3,2019-03-05 10:00:00 
5228,2.5,2019-03-05 10:15:00 
5229,5.6,2019-03-05 10:30:00 
5230,8.7,2019-03-05 10:45:00 
5231,11.2,2019-03-05 11:00:00 
5232,3.1,2019-03-05 11:15:00 
5233,6.1,2019-03-05 11:30:00 
5234,8.8,2019-03-05 11:45:00 
5235,11.8,2019-03-05 12:00:00 
5236,3.5,2019-03-05 12:15:00 
5237,6.2,2019-03-05 12:30:00 
5238,8.8,2019-03-05 12:45:00 
5239,12.3,2019-03-05 13:00:00 
5240,2.5,2019-03-05 13:15:00 
5241,5.0,2019-03-05 13:30:00 
5242,8.6,2019-03-05 13:45:00 
5243,11.1,2019-03-05 14:00:00 
5244,2.5,2019-03-05 14:15:00 
5245,5.5,2019-03-05 14:30:00 
5246,8.5,2019-03-05 14:45:00 
5247,11.0,2019-03-05 15:00:00 
5248,3.2,2019-03-05 15:15:00 
5249,6.2,2019-03-05 15:30:00 
5250,8.7,2019-03-05 15:45:00 
5251,11.4,2019-03-05 16:00:00 
5252,3.1,2019-03-05 16:15:00 
5253,5.7,2019-03-05 16:30:00 
5254,8.2,2019-03-05 16:45:00 
5255,11.7,2019-03-05 17:00:00 
5256,2.5,2019-03-05 17:15:00 
5257,5.7,2019-03-05 17:30:00 
5258,9.4,2019-03-05 17:45:00 
5259,12.4,2019-03-05 18:00:00 
5260,3.3,2019-03-05 18:15:00 
5261,11.1,2019-03-05 18:30:00 
5262,15.2,2019-03-05 18:45:00 
5263,19.8,2019-03-05 19:00:00 
5264,6.5,2019-03-05 19:15:00 
5265,12.0,2019-03-05 19:30:00 
5266,16.9,2019-03-05 19:45:00 
5267,24.3,2019-03-05 20:00:00 
5268,5.6,2019-03-05 20:15:00 
5269,12.0,2019-03-05 20:30:00 
5270,18.8,2019-03-05 20:45:00 
5271,25.4,2019-03-05 21:00:00 
5272,6.5,2019-03-05 21:15:00 
5273,14.7,2019-03-05 21:30:00 
5274,20.9,2019-03-05 21:45:00 
5275,28.0,2019-03-05 22:00:00 
5276,6.8,2019-03-05 22:15:00 
5277,14.4,2019-03-05 22:30:00 
5278,21.2,2019-03-05 22:45:00 
5279,28.4,2019-03-05 23:00:00 
5280,7.4,2019-03-05 23:15:00 
5281,14.7,2019-03-05 23:30:00 
5282,22.6,2019-03-05 23:45:00 
5283,29.7,2019-03-06 00:00:00 
5284,7.3,2019-03-06 00:15:00 
5285,16.3,2019-03-06 00:30:00 
5286,22.8,2019-03-06 00:45:00 
5287,31.3,2019-03-06 01:00:00 
5288,8.6,2019-03-06 01:15:00 
5289,15.3,2019-03-06 01:30:00 
5290,23.3,2019-03-06 01:45:00 
5291,31.6,2019-03-06 02:00:00 
5292,6.1,2019-03-06 02:15:00 
5293,14.1,2019-03-06 02:30:00 
5294,22.9,2019-03-06 02:45:00 
5295,29.8,2019-03-06 03:00:00 
5296,8.8,2019-03-06 03:15:00 
5297,17.2,2019-03-06 03:30:00 
5298,23.9,2019-03-06 03:45:00 
5299,32.2,2019-03-06 04:00:00 
5300,7.5,2019-03-06 04:15:00 
5301,16.0,2019-03-06 04:30:00 
5302,24.3,2019-03-06 04:45:00 
5303,32.1,2019-03-06 05:00:00 
5304,7.3,2019-03-06 05:15:00 
5305,14.8,2019-03-06 05:30:00 
5306,23.4,2019-03-06 05:45:00 
5307,31.3,2019-03-06 06:00:00 
5308,6.6,2019-03-06 06:15:00 
5309,14.3,2019-03-06 06:30:00 
5310,21.8,2019-03-06 06:45:00 
5311,27.6,2019-03-06 07:00:00 
5312,6.7,2019-03-06 07:15:00 
5313,11.2,2019-03-06 07:30:00 
5314,16.5,2019-03-06 07:45:00 
5315,21.3,2019-03-06 08:00:00 
5316,5.3,2019-03-06 08:15:00 
5317,8.6,2019-03-06 08:30:00 
5318,12.8,2019-03-06 08:45:00 
5319,16.1,2019-03-06 09:00:00 
5320,2.7,2019-03-06 09:15:00 
5321,6.0,2019-03-06 09:30:00 
5322,8.8,2019-03-06 09:45:00 
5323,11.4,2019-03-06 10:00:00 
5324,3.0,2019-03-06 10:15:00 
5325,6.1,2019-03-06 10:30:00 
5326,8.6,2019-03-06 10:45:00 
5327,11.4,2019-03-06 11:00:00 
5328,3.3,2019-03-06 11:15:00 
5329,5.9,2019-03-06 11:30:00 
5330,8.7,2019-03-06 11:45:00 
5331,11.8,2019-03-06 12:00:00 
5332,2.3,2019-03-06 12:15:00 
5333,5.1,2019-03-06 12:30:00 
5334,8.4,2019-03-06 12:45:00 
5335,11.0,2019-03-06 13:00:00 
5336,3.0,2019-03-06 13:15:00 
5337,9.4,2019-03-06 13:30:00 
5338,12.9,2019-03-06 13:45:00 
5339,16.3,2019-03-06 14:00:00 
5340,4.5,2019-03-06 14:15:00 
5341,7.9,2019-03-06 14:30:00 
5342,11.3,2019-03-06 14:45:00 
5343,15.6,2019-03-06 15:00:00 
5344,3.6,2019-03-06 15:15:00 
5345,6.9,2019-03-06 15:30:00 
5346,11.0,2019-03-06 15:45:00 
5347,14.5,2019-03-06 16:00:00 
5348,3.2,2019-03-06 16:15:00 
5349,7.7,2019-03-06 16:30:00 
5350,12.8,2019-03-06 16:45:00 
5351,16.7,2019-03-06 17:00:00 
5352,4.7,2019-03-06 17:15:00 
5353,9.1,2019-03-06 17:30:00 
5354,13.4,2019-03-06 17:45:00 
5355,17.8,2019-03-06 18:00:00 
5356,3.9,2019-03-06 18:15:00 
5357,7.9,2019-03-06 18:30:00 
5358,12.6,2019-03-06 18:45:00 
5359,16.5,2019-03-06 19:00:00 
5360,4.0,2019-03-06 19:15:00 
5361,8.8,2019-03-06 19:30:00 
5362,13.2,2019-03-06 19:45:00 
5363,18.1,2019-03-06 20:00:00 
5364,5.5,2019-03-06 20:15:00 
5365,10.0,2019-03-06 20:30:00 
5366,14.4,2019-03-06 20:45:00 
5367,20.1,2019-03-06 21:00:00 
5368,5.3,2019-03-06 21:15:00 
5369,12.0,2019-03-06 21:30:00 
5370,18.1,2019-03-06 21:45:00 
5371,23.4,2019-03-06 22:00:00 
5372,6.1,2019-03-06 22:15:00 
5373,12.3,2019-03-06 22:30:00 
5374,17.8,2019-03-06 22:45:00 
5375,23.9,2019-03-06 23:00:00 
5376,6.2,2019-03-06 23:15:00 
5377,11.7,2019-03-06 23:30:00 
5378,19.4,2019-03-06 23:45:00 
5379,28.0,2019-03-07 00:00:00 
5380,8.9,2019-03-07 00:15:00 
5381,20.0,2019-03-07 00:30:00 
5382,28.8,2019-03-07 00:45:00 
5383,35.8,2019-03-07 01:00:00 
5384,8.8,2019-03-07 01:15:00 
5385,16.3,2019-03-07 01:30:00 
5386,23.1,2019-03-07 01:45:00 
5387,31.4,2019-03-07 02:00:00 
5388,8.7,2019-03-07 02:15:00 
5389,16.6,2019-03-07 02:30:00 
5390,26.4,2019-03-07 02:45:00 
5391,36.1,2019-03-07 03:00:00 
5392,8.1,2019-03-07 03:15:00 
5393,16.9,2019-03-07 03:30:00 
5394,24.4,2019-03-07 03:45:00 
5395,33.8,2019-03-07 04:00:00 
